INFO:root:10:31:03 Namespace(accumulate=None, batch_size=32, bert_dataset='wiki_cn_cased', bert_model='bert_12_768_12', dev_batch_size=8, dtype='float32', early_stop=None, epochs=4, epsilon=1e-06, gpu=0, log_interval=10, lr=2e-05, max_len=128, model_parameters=None, only_inference=False, optimizer='bertadam', output_dir='./output_dir', pad=False, pretrained_bert_parameters=None, seed=6, task_name='XNLI', training_steps=None, warmup_ratio=0.1)
INFO:root:10:31:04 Model file not found. Downloading to /home/ubuntu/.mxnet/models/bert_12_768_12_wiki_cn_cased-885ebb9a.params.
INFO:root:10:31:19 processing dataset...
INFO:root:10:33:16 Now we are doing BERT classification training on gpu(0)!
INFO:root:10:33:16 training steps=49087
INFO:root:10:33:19 [Epoch 1 Batch 10/12277] loss=1.1177, lr=0.0000000, metrics:accuracy:0.3688
INFO:root:11:08:12 [Epoch 2 Batch 510/12277] loss=0.5844, lr=0.0000164, metrics:accuracy:0.7948
INFO:root:11:08:13 [Epoch 2 Batch 520/12277] loss=0.5760, lr=0.0000164, metrics:accuracy:0.7939
INFO:root:11:08:15 [Epoch 2 Batch 530/12277] loss=0.4967, lr=0.0000164, metrics:accuracy:0.7943
INFO:root:11:08:16 [Epoch 2 Batch 540/12277] loss=0.5920, lr=0.0000164, metrics:accuracy:0.7937
INFO:root:11:08:18 [Epoch 2 Batch 550/12277] loss=0.5321, lr=0.0000164, metrics:accuracy:0.7932
INFO:root:11:08:20 [Epoch 2 Batch 560/12277] loss=0.5101, lr=0.0000164, metrics:accuracy:0.7935
INFO:root:11:08:21 [Epoch 2 Batch 570/12277] loss=0.5229, lr=0.0000164, metrics:accuracy:0.7937
INFO:root:11:08:23 [Epoch 2 Batch 580/12277] loss=0.5244, lr=0.0000164, metrics:accuracy:0.7938
INFO:root:11:08:25 [Epoch 2 Batch 590/12277] loss=0.5103, lr=0.0000164, metrics:accuracy:0.7937
INFO:root:11:08:26 [Epoch 2 Batch 600/12277] loss=0.5164, lr=0.0000164, metrics:accuracy:0.7937
INFO:root:11:08:28 [Epoch 2 Batch 610/12277] loss=0.4994, lr=0.0000164, metrics:accuracy:0.7938
INFO:root:11:08:30 [Epoch 2 Batch 620/12277] loss=0.4902, lr=0.0000164, metrics:accuracy:0.7936
INFO:root:11:08:31 [Epoch 2 Batch 630/12277] loss=0.4878, lr=0.0000164, metrics:accuracy:0.7939
INFO:root:11:08:33 [Epoch 2 Batch 640/12277] loss=0.5174, lr=0.0000164, metrics:accuracy:0.7939
INFO:root:11:08:35 [Epoch 2 Batch 650/12277] loss=0.5122, lr=0.0000164, metrics:accuracy:0.7937
INFO:root:11:08:37 [Epoch 2 Batch 660/12277] loss=0.5840, lr=0.0000164, metrics:accuracy:0.7933
INFO:root:11:08:38 [Epoch 2 Batch 670/12277] loss=0.5338, lr=0.0000164, metrics:accuracy:0.7933
INFO:root:11:08:40 [Epoch 2 Batch 680/12277] loss=0.4762, lr=0.0000164, metrics:accuracy:0.7935
INFO:root:11:08:41 [Epoch 2 Batch 690/12277] loss=0.4458, lr=0.0000164, metrics:accuracy:0.7939
INFO:root:11:08:43 [Epoch 2 Batch 700/12277] loss=0.5861, lr=0.0000163, metrics:accuracy:0.7938
INFO:root:11:08:44 [Epoch 2 Batch 710/12277] loss=0.4960, lr=0.0000163, metrics:accuracy:0.7940
INFO:root:11:08:45 [Epoch 2 Batch 720/12277] loss=0.5364, lr=0.0000163, metrics:accuracy:0.7936
INFO:root:11:08:47 [Epoch 2 Batch 730/12277] loss=0.5675, lr=0.0000163, metrics:accuracy:0.7932
INFO:root:11:08:49 [Epoch 2 Batch 740/12277] loss=0.6149, lr=0.0000163, metrics:accuracy:0.7927
INFO:root:11:08:51 [Epoch 2 Batch 750/12277] loss=0.5070, lr=0.0000163, metrics:accuracy:0.7930
INFO:root:11:08:53 [Epoch 2 Batch 760/12277] loss=0.5387, lr=0.0000163, metrics:accuracy:0.7932
INFO:root:11:08:54 [Epoch 2 Batch 770/12277] loss=0.7062, lr=0.0000163, metrics:accuracy:0.7920
INFO:root:11:08:56 [Epoch 2 Batch 780/12277] loss=0.6226, lr=0.0000163, metrics:accuracy:0.7915
INFO:root:11:08:57 [Epoch 2 Batch 790/12277] loss=0.5304, lr=0.0000163, metrics:accuracy:0.7914
INFO:root:11:08:59 [Epoch 2 Batch 800/12277] loss=0.5304, lr=0.0000163, metrics:accuracy:0.7913
INFO:root:11:09:00 [Epoch 2 Batch 810/12277] loss=0.5050, lr=0.0000163, metrics:accuracy:0.7914
INFO:root:11:09:02 [Epoch 2 Batch 820/12277] loss=0.6179, lr=0.0000163, metrics:accuracy:0.7911
INFO:root:11:09:04 [Epoch 2 Batch 830/12277] loss=0.5577, lr=0.0000163, metrics:accuracy:0.7911
INFO:root:11:09:05 [Epoch 2 Batch 840/12277] loss=0.5445, lr=0.0000163, metrics:accuracy:0.7908
INFO:root:11:09:07 [Epoch 2 Batch 850/12277] loss=0.5909, lr=0.0000163, metrics:accuracy:0.7908
INFO:root:11:09:08 [Epoch 2 Batch 860/12277] loss=0.5765, lr=0.0000163, metrics:accuracy:0.7904
INFO:root:11:09:10 [Epoch 2 Batch 870/12277] loss=0.5387, lr=0.0000163, metrics:accuracy:0.7906
INFO:root:11:09:12 [Epoch 2 Batch 880/12277] loss=0.6005, lr=0.0000163, metrics:accuracy:0.7901
INFO:root:11:09:14 [Epoch 2 Batch 890/12277] loss=0.5683, lr=0.0000163, metrics:accuracy:0.7898
INFO:root:11:09:15 [Epoch 2 Batch 900/12277] loss=0.5276, lr=0.0000163, metrics:accuracy:0.7898
INFO:root:11:09:17 [Epoch 2 Batch 910/12277] loss=0.5385, lr=0.0000163, metrics:accuracy:0.7898
INFO:root:11:09:19 [Epoch 2 Batch 920/12277] loss=0.4966, lr=0.0000162, metrics:accuracy:0.7901
INFO:root:11:09:20 [Epoch 2 Batch 930/12277] loss=0.5902, lr=0.0000162, metrics:accuracy:0.7899
INFO:root:11:09:23 [Epoch 2 Batch 940/12277] loss=0.5247, lr=0.0000162, metrics:accuracy:0.7901
INFO:root:11:09:24 [Epoch 2 Batch 950/12277] loss=0.5461, lr=0.0000162, metrics:accuracy:0.7900
INFO:root:11:09:26 [Epoch 2 Batch 960/12277] loss=0.5285, lr=0.0000162, metrics:accuracy:0.7899
INFO:root:11:09:27 [Epoch 2 Batch 970/12277] loss=0.6146, lr=0.0000162, metrics:accuracy:0.7894
INFO:root:11:09:29 [Epoch 2 Batch 980/12277] loss=0.5488, lr=0.0000162, metrics:accuracy:0.7893
INFO:root:11:09:31 [Epoch 2 Batch 990/12277] loss=0.5370, lr=0.0000162, metrics:accuracy:0.7896
INFO:root:11:09:32 [Epoch 2 Batch 1000/12277] loss=0.5206, lr=0.0000162, metrics:accuracy:0.7897
INFO:root:11:09:34 [Epoch 2 Batch 1010/12277] loss=0.5834, lr=0.0000162, metrics:accuracy:0.7893
INFO:root:11:09:36 [Epoch 2 Batch 1020/12277] loss=0.5401, lr=0.0000162, metrics:accuracy:0.7892
INFO:root:11:09:38 [Epoch 2 Batch 1030/12277] loss=0.4684, lr=0.0000162, metrics:accuracy:0.7897
INFO:root:11:09:39 [Epoch 2 Batch 1040/12277] loss=0.5380, lr=0.0000162, metrics:accuracy:0.7895
INFO:root:11:09:41 [Epoch 2 Batch 1050/12277] loss=0.5015, lr=0.0000162, metrics:accuracy:0.7899
INFO:root:11:09:43 [Epoch 2 Batch 1060/12277] loss=0.4731, lr=0.0000162, metrics:accuracy:0.7902
INFO:root:11:09:44 [Epoch 2 Batch 1070/12277] loss=0.5540, lr=0.0000162, metrics:accuracy:0.7900
INFO:root:11:09:46 [Epoch 2 Batch 1080/12277] loss=0.4843, lr=0.0000162, metrics:accuracy:0.7901
INFO:root:11:09:48 [Epoch 2 Batch 1090/12277] loss=0.5652, lr=0.0000162, metrics:accuracy:0.7901
INFO:root:11:09:49 [Epoch 2 Batch 1100/12277] loss=0.4372, lr=0.0000162, metrics:accuracy:0.7906
INFO:root:11:09:51 [Epoch 2 Batch 1110/12277] loss=0.5102, lr=0.0000162, metrics:accuracy:0.7906
INFO:root:11:09:53 [Epoch 2 Batch 1120/12277] loss=0.5580, lr=0.0000162, metrics:accuracy:0.7904
INFO:root:11:09:54 [Epoch 2 Batch 1130/12277] loss=0.5071, lr=0.0000162, metrics:accuracy:0.7903
INFO:root:11:09:56 [Epoch 2 Batch 1140/12277] loss=0.5289, lr=0.0000161, metrics:accuracy:0.7903
INFO:root:11:09:58 [Epoch 2 Batch 1150/12277] loss=0.4424, lr=0.0000161, metrics:accuracy:0.7905
INFO:root:11:09:59 [Epoch 2 Batch 1160/12277] loss=0.5150, lr=0.0000161, metrics:accuracy:0.7905
INFO:root:11:10:01 [Epoch 2 Batch 1170/12277] loss=0.4953, lr=0.0000161, metrics:accuracy:0.7906
INFO:root:11:10:02 [Epoch 2 Batch 1180/12277] loss=0.4883, lr=0.0000161, metrics:accuracy:0.7908
INFO:root:11:10:04 [Epoch 2 Batch 1190/12277] loss=0.5153, lr=0.0000161, metrics:accuracy:0.7909
INFO:root:11:10:06 [Epoch 2 Batch 1200/12277] loss=0.5509, lr=0.0000161, metrics:accuracy:0.7911
INFO:root:11:10:07 [Epoch 2 Batch 1210/12277] loss=0.5362, lr=0.0000161, metrics:accuracy:0.7911
INFO:root:11:10:09 [Epoch 2 Batch 1220/12277] loss=0.4992, lr=0.0000161, metrics:accuracy:0.7911
INFO:root:11:10:10 [Epoch 2 Batch 1230/12277] loss=0.4947, lr=0.0000161, metrics:accuracy:0.7913
INFO:root:11:10:12 [Epoch 2 Batch 1240/12277] loss=0.5477, lr=0.0000161, metrics:accuracy:0.7912
INFO:root:11:10:14 [Epoch 2 Batch 1250/12277] loss=0.5515, lr=0.0000161, metrics:accuracy:0.7913
INFO:root:11:10:15 [Epoch 2 Batch 1260/12277] loss=0.5486, lr=0.0000161, metrics:accuracy:0.7911
INFO:root:11:10:18 [Epoch 2 Batch 1270/12277] loss=0.5446, lr=0.0000161, metrics:accuracy:0.7911
INFO:root:11:10:19 [Epoch 2 Batch 1280/12277] loss=0.4903, lr=0.0000161, metrics:accuracy:0.7912
INFO:root:11:10:21 [Epoch 2 Batch 1290/12277] loss=0.6399, lr=0.0000161, metrics:accuracy:0.7910
INFO:root:11:10:23 [Epoch 2 Batch 1300/12277] loss=0.4904, lr=0.0000161, metrics:accuracy:0.7910
INFO:root:11:10:24 [Epoch 2 Batch 1310/12277] loss=0.5313, lr=0.0000161, metrics:accuracy:0.7909
INFO:root:11:10:26 [Epoch 2 Batch 1320/12277] loss=0.5655, lr=0.0000161, metrics:accuracy:0.7907
INFO:root:11:10:28 [Epoch 2 Batch 1330/12277] loss=0.4595, lr=0.0000161, metrics:accuracy:0.7908
INFO:root:11:10:29 [Epoch 2 Batch 1340/12277] loss=0.6319, lr=0.0000161, metrics:accuracy:0.7905
INFO:root:11:10:31 [Epoch 2 Batch 1350/12277] loss=0.5059, lr=0.0000161, metrics:accuracy:0.7905
INFO:root:11:10:33 [Epoch 2 Batch 1360/12277] loss=0.4945, lr=0.0000160, metrics:accuracy:0.7906
INFO:root:11:10:34 [Epoch 2 Batch 1370/12277] loss=0.5901, lr=0.0000160, metrics:accuracy:0.7904
INFO:root:11:10:36 [Epoch 2 Batch 1380/12277] loss=0.5167, lr=0.0000160, metrics:accuracy:0.7905
INFO:root:11:10:37 [Epoch 2 Batch 1390/12277] loss=0.5601, lr=0.0000160, metrics:accuracy:0.7904
INFO:root:11:10:39 [Epoch 2 Batch 1400/12277] loss=0.5705, lr=0.0000160, metrics:accuracy:0.7902
INFO:root:11:10:41 [Epoch 2 Batch 1410/12277] loss=0.5793, lr=0.0000160, metrics:accuracy:0.7901
INFO:root:11:10:42 [Epoch 2 Batch 1420/12277] loss=0.5025, lr=0.0000160, metrics:accuracy:0.7902
INFO:root:11:10:44 [Epoch 2 Batch 1430/12277] loss=0.5090, lr=0.0000160, metrics:accuracy:0.7904
INFO:root:11:10:46 [Epoch 2 Batch 1440/12277] loss=0.6037, lr=0.0000160, metrics:accuracy:0.7903
INFO:root:11:10:48 [Epoch 2 Batch 1450/12277] loss=0.4597, lr=0.0000160, metrics:accuracy:0.7904
INFO:root:11:10:49 [Epoch 2 Batch 1460/12277] loss=0.5357, lr=0.0000160, metrics:accuracy:0.7904
INFO:root:11:10:51 [Epoch 2 Batch 1470/12277] loss=0.5217, lr=0.0000160, metrics:accuracy:0.7903
INFO:root:11:10:52 [Epoch 2 Batch 1480/12277] loss=0.4751, lr=0.0000160, metrics:accuracy:0.7906
INFO:root:11:10:54 [Epoch 2 Batch 1490/12277] loss=0.5065, lr=0.0000160, metrics:accuracy:0.7905
INFO:root:11:10:56 [Epoch 2 Batch 1500/12277] loss=0.5450, lr=0.0000160, metrics:accuracy:0.7906
INFO:root:11:10:57 [Epoch 2 Batch 1510/12277] loss=0.5589, lr=0.0000160, metrics:accuracy:0.7905
INFO:root:11:10:59 [Epoch 2 Batch 1520/12277] loss=0.4792, lr=0.0000160, metrics:accuracy:0.7906
INFO:root:11:11:01 [Epoch 2 Batch 1530/12277] loss=0.4869, lr=0.0000160, metrics:accuracy:0.7908
INFO:root:11:11:02 [Epoch 2 Batch 1540/12277] loss=0.5786, lr=0.0000160, metrics:accuracy:0.7906
INFO:root:11:11:04 [Epoch 2 Batch 1550/12277] loss=0.5288, lr=0.0000160, metrics:accuracy:0.7906
INFO:root:11:11:06 [Epoch 2 Batch 1560/12277] loss=0.6017, lr=0.0000160, metrics:accuracy:0.7904
INFO:root:11:11:08 [Epoch 2 Batch 1570/12277] loss=0.5117, lr=0.0000160, metrics:accuracy:0.7904
INFO:root:11:11:09 [Epoch 2 Batch 1580/12277] loss=0.5001, lr=0.0000159, metrics:accuracy:0.7904
INFO:root:11:11:11 [Epoch 2 Batch 1590/12277] loss=0.5728, lr=0.0000159, metrics:accuracy:0.7903
INFO:root:11:11:13 [Epoch 2 Batch 1600/12277] loss=0.4990, lr=0.0000159, metrics:accuracy:0.7905
INFO:root:11:11:15 [Epoch 2 Batch 1610/12277] loss=0.4858, lr=0.0000159, metrics:accuracy:0.7906
INFO:root:11:11:16 [Epoch 2 Batch 1620/12277] loss=0.4807, lr=0.0000159, metrics:accuracy:0.7907
INFO:root:11:11:18 [Epoch 2 Batch 1630/12277] loss=0.5748, lr=0.0000159, metrics:accuracy:0.7906
INFO:root:11:11:19 [Epoch 2 Batch 1640/12277] loss=0.4916, lr=0.0000159, metrics:accuracy:0.7906
INFO:root:11:11:21 [Epoch 2 Batch 1650/12277] loss=0.5278, lr=0.0000159, metrics:accuracy:0.7906
INFO:root:11:11:22 [Epoch 2 Batch 1660/12277] loss=0.4771, lr=0.0000159, metrics:accuracy:0.7907
INFO:root:11:11:24 [Epoch 2 Batch 1670/12277] loss=0.5928, lr=0.0000159, metrics:accuracy:0.7906
INFO:root:11:11:25 [Epoch 2 Batch 1680/12277] loss=0.5152, lr=0.0000159, metrics:accuracy:0.7906
INFO:root:11:11:27 [Epoch 2 Batch 1690/12277] loss=0.5277, lr=0.0000159, metrics:accuracy:0.7906
INFO:root:11:11:29 [Epoch 2 Batch 1700/12277] loss=0.4766, lr=0.0000159, metrics:accuracy:0.7907
INFO:root:11:11:30 [Epoch 2 Batch 1710/12277] loss=0.4905, lr=0.0000159, metrics:accuracy:0.7909
INFO:root:11:11:32 [Epoch 2 Batch 1720/12277] loss=0.6829, lr=0.0000159, metrics:accuracy:0.7906
INFO:root:11:11:34 [Epoch 2 Batch 1730/12277] loss=0.5556, lr=0.0000159, metrics:accuracy:0.7906
INFO:root:11:11:35 [Epoch 2 Batch 1740/12277] loss=0.5687, lr=0.0000159, metrics:accuracy:0.7905
INFO:root:11:11:37 [Epoch 2 Batch 1750/12277] loss=0.5371, lr=0.0000159, metrics:accuracy:0.7903
INFO:root:11:11:39 [Epoch 2 Batch 1760/12277] loss=0.5368, lr=0.0000159, metrics:accuracy:0.7903
INFO:root:11:11:40 [Epoch 2 Batch 1770/12277] loss=0.5559, lr=0.0000159, metrics:accuracy:0.7902
INFO:root:11:11:42 [Epoch 2 Batch 1780/12277] loss=0.5045, lr=0.0000159, metrics:accuracy:0.7903
INFO:root:11:11:44 [Epoch 2 Batch 1790/12277] loss=0.5904, lr=0.0000159, metrics:accuracy:0.7902
INFO:root:11:11:45 [Epoch 2 Batch 1800/12277] loss=0.5078, lr=0.0000158, metrics:accuracy:0.7903
INFO:root:11:11:47 [Epoch 2 Batch 1810/12277] loss=0.4792, lr=0.0000158, metrics:accuracy:0.7904
INFO:root:11:11:49 [Epoch 2 Batch 1820/12277] loss=0.5663, lr=0.0000158, metrics:accuracy:0.7904
INFO:root:11:11:50 [Epoch 2 Batch 1830/12277] loss=0.5200, lr=0.0000158, metrics:accuracy:0.7905
INFO:root:11:11:52 [Epoch 2 Batch 1840/12277] loss=0.5047, lr=0.0000158, metrics:accuracy:0.7905
INFO:root:11:11:53 [Epoch 2 Batch 1850/12277] loss=0.5012, lr=0.0000158, metrics:accuracy:0.7906
INFO:root:11:11:55 [Epoch 2 Batch 1860/12277] loss=0.5763, lr=0.0000158, metrics:accuracy:0.7905
INFO:root:11:11:57 [Epoch 2 Batch 1870/12277] loss=0.5547, lr=0.0000158, metrics:accuracy:0.7905
INFO:root:11:11:58 [Epoch 2 Batch 1880/12277] loss=0.5325, lr=0.0000158, metrics:accuracy:0.7906
INFO:root:11:12:00 [Epoch 2 Batch 1890/12277] loss=0.5310, lr=0.0000158, metrics:accuracy:0.7906
INFO:root:11:12:02 [Epoch 2 Batch 1900/12277] loss=0.4803, lr=0.0000158, metrics:accuracy:0.7908
INFO:root:11:12:03 [Epoch 2 Batch 1910/12277] loss=0.5872, lr=0.0000158, metrics:accuracy:0.7907
INFO:root:11:12:05 [Epoch 2 Batch 1920/12277] loss=0.5502, lr=0.0000158, metrics:accuracy:0.7908
INFO:root:11:12:07 [Epoch 2 Batch 1930/12277] loss=0.4782, lr=0.0000158, metrics:accuracy:0.7910
INFO:root:11:12:09 [Epoch 2 Batch 1940/12277] loss=0.4952, lr=0.0000158, metrics:accuracy:0.7912
INFO:root:11:12:10 [Epoch 2 Batch 1950/12277] loss=0.4517, lr=0.0000158, metrics:accuracy:0.7913
INFO:root:11:12:12 [Epoch 2 Batch 1960/12277] loss=0.5732, lr=0.0000158, metrics:accuracy:0.7911
INFO:root:11:12:14 [Epoch 2 Batch 1970/12277] loss=0.5357, lr=0.0000158, metrics:accuracy:0.7911
INFO:root:11:12:15 [Epoch 2 Batch 1980/12277] loss=0.5793, lr=0.0000158, metrics:accuracy:0.7910
INFO:root:11:12:17 [Epoch 2 Batch 1990/12277] loss=0.5433, lr=0.0000158, metrics:accuracy:0.7911
INFO:root:11:12:18 [Epoch 2 Batch 2000/12277] loss=0.5277, lr=0.0000158, metrics:accuracy:0.7912
INFO:root:11:12:20 [Epoch 2 Batch 2010/12277] loss=0.5174, lr=0.0000158, metrics:accuracy:0.7913
INFO:root:11:12:21 [Epoch 2 Batch 2020/12277] loss=0.5783, lr=0.0000158, metrics:accuracy:0.7912
INFO:root:11:12:23 [Epoch 2 Batch 2030/12277] loss=0.6361, lr=0.0000157, metrics:accuracy:0.7909
INFO:root:11:12:24 [Epoch 2 Batch 2040/12277] loss=0.4908, lr=0.0000157, metrics:accuracy:0.7910
INFO:root:11:12:26 [Epoch 2 Batch 2050/12277] loss=0.5643, lr=0.0000157, metrics:accuracy:0.7908
INFO:root:11:12:28 [Epoch 2 Batch 2060/12277] loss=0.4587, lr=0.0000157, metrics:accuracy:0.7909
INFO:root:11:12:29 [Epoch 2 Batch 2070/12277] loss=0.5456, lr=0.0000157, metrics:accuracy:0.7909
INFO:root:11:12:31 [Epoch 2 Batch 2080/12277] loss=0.5277, lr=0.0000157, metrics:accuracy:0.7909
INFO:root:11:12:32 [Epoch 2 Batch 2090/12277] loss=0.5506, lr=0.0000157, metrics:accuracy:0.7909
INFO:root:11:12:34 [Epoch 2 Batch 2100/12277] loss=0.5186, lr=0.0000157, metrics:accuracy:0.7910
INFO:root:11:12:35 [Epoch 2 Batch 2110/12277] loss=0.5165, lr=0.0000157, metrics:accuracy:0.7910
INFO:root:11:12:37 [Epoch 2 Batch 2120/12277] loss=0.5437, lr=0.0000157, metrics:accuracy:0.7910
INFO:root:11:12:39 [Epoch 2 Batch 2130/12277] loss=0.6030, lr=0.0000157, metrics:accuracy:0.7907
INFO:root:11:12:40 [Epoch 2 Batch 2140/12277] loss=0.5418, lr=0.0000157, metrics:accuracy:0.7908
INFO:root:11:12:42 [Epoch 2 Batch 2150/12277] loss=0.4977, lr=0.0000157, metrics:accuracy:0.7908
INFO:root:11:12:44 [Epoch 2 Batch 2160/12277] loss=0.4714, lr=0.0000157, metrics:accuracy:0.7910
INFO:root:11:12:45 [Epoch 2 Batch 2170/12277] loss=0.5033, lr=0.0000157, metrics:accuracy:0.7910
INFO:root:11:12:47 [Epoch 2 Batch 2180/12277] loss=0.4832, lr=0.0000157, metrics:accuracy:0.7911
INFO:root:11:12:48 [Epoch 2 Batch 2190/12277] loss=0.5606, lr=0.0000157, metrics:accuracy:0.7911
INFO:root:11:12:50 [Epoch 2 Batch 2200/12277] loss=0.4769, lr=0.0000157, metrics:accuracy:0.7912
INFO:root:11:12:51 [Epoch 2 Batch 2210/12277] loss=0.5218, lr=0.0000157, metrics:accuracy:0.7912
INFO:root:11:12:53 [Epoch 2 Batch 2220/12277] loss=0.5043, lr=0.0000157, metrics:accuracy:0.7913
INFO:root:11:12:55 [Epoch 2 Batch 2230/12277] loss=0.4246, lr=0.0000157, metrics:accuracy:0.7915
INFO:root:11:12:56 [Epoch 2 Batch 2240/12277] loss=0.5446, lr=0.0000157, metrics:accuracy:0.7915
INFO:root:11:12:58 [Epoch 2 Batch 2250/12277] loss=0.5745, lr=0.0000156, metrics:accuracy:0.7913
INFO:root:11:13:00 [Epoch 2 Batch 2260/12277] loss=0.5476, lr=0.0000156, metrics:accuracy:0.7912
INFO:root:11:13:01 [Epoch 2 Batch 2270/12277] loss=0.4691, lr=0.0000156, metrics:accuracy:0.7914
INFO:root:11:13:03 [Epoch 2 Batch 2280/12277] loss=0.5376, lr=0.0000156, metrics:accuracy:0.7914
INFO:root:11:13:04 [Epoch 2 Batch 2290/12277] loss=0.5894, lr=0.0000156, metrics:accuracy:0.7913
INFO:root:11:13:06 [Epoch 2 Batch 2300/12277] loss=0.5539, lr=0.0000156, metrics:accuracy:0.7911
INFO:root:11:13:08 [Epoch 2 Batch 2310/12277] loss=0.5323, lr=0.0000156, metrics:accuracy:0.7911
INFO:root:11:13:09 [Epoch 2 Batch 2320/12277] loss=0.5881, lr=0.0000156, metrics:accuracy:0.7910
INFO:root:11:13:11 [Epoch 2 Batch 2330/12277] loss=0.5371, lr=0.0000156, metrics:accuracy:0.7909
INFO:root:11:13:13 [Epoch 2 Batch 2340/12277] loss=0.4827, lr=0.0000156, metrics:accuracy:0.7910
INFO:root:11:13:14 [Epoch 2 Batch 2350/12277] loss=0.4904, lr=0.0000156, metrics:accuracy:0.7910
INFO:root:11:13:16 [Epoch 2 Batch 2360/12277] loss=0.5067, lr=0.0000156, metrics:accuracy:0.7910
INFO:root:11:13:18 [Epoch 2 Batch 2370/12277] loss=0.5378, lr=0.0000156, metrics:accuracy:0.7910
INFO:root:11:13:19 [Epoch 2 Batch 2380/12277] loss=0.5722, lr=0.0000156, metrics:accuracy:0.7908
INFO:root:11:13:21 [Epoch 2 Batch 2390/12277] loss=0.4459, lr=0.0000156, metrics:accuracy:0.7909
INFO:root:11:13:22 [Epoch 2 Batch 2400/12277] loss=0.5926, lr=0.0000156, metrics:accuracy:0.7908
INFO:root:11:13:24 [Epoch 2 Batch 2410/12277] loss=0.5243, lr=0.0000156, metrics:accuracy:0.7908
INFO:root:11:13:26 [Epoch 2 Batch 2420/12277] loss=0.5129, lr=0.0000156, metrics:accuracy:0.7908
INFO:root:11:13:27 [Epoch 2 Batch 2430/12277] loss=0.5011, lr=0.0000156, metrics:accuracy:0.7908
INFO:root:11:13:29 [Epoch 2 Batch 2440/12277] loss=0.5514, lr=0.0000156, metrics:accuracy:0.7907
INFO:root:11:13:30 [Epoch 2 Batch 2450/12277] loss=0.5615, lr=0.0000156, metrics:accuracy:0.7906
INFO:root:11:13:32 [Epoch 2 Batch 2460/12277] loss=0.5755, lr=0.0000156, metrics:accuracy:0.7906
INFO:root:11:13:34 [Epoch 2 Batch 2470/12277] loss=0.4927, lr=0.0000155, metrics:accuracy:0.7906
INFO:root:11:13:35 [Epoch 2 Batch 2480/12277] loss=0.5155, lr=0.0000155, metrics:accuracy:0.7907
INFO:root:11:13:37 [Epoch 2 Batch 2490/12277] loss=0.4418, lr=0.0000155, metrics:accuracy:0.7908
INFO:root:11:13:38 [Epoch 2 Batch 2500/12277] loss=0.4747, lr=0.0000155, metrics:accuracy:0.7909
INFO:root:11:13:40 [Epoch 2 Batch 2510/12277] loss=0.5118, lr=0.0000155, metrics:accuracy:0.7909
INFO:root:11:13:42 [Epoch 2 Batch 2520/12277] loss=0.6321, lr=0.0000155, metrics:accuracy:0.7907
INFO:root:11:13:44 [Epoch 2 Batch 2530/12277] loss=0.6080, lr=0.0000155, metrics:accuracy:0.7907
INFO:root:11:13:45 [Epoch 2 Batch 2540/12277] loss=0.4704, lr=0.0000155, metrics:accuracy:0.7907
INFO:root:11:13:47 [Epoch 2 Batch 2550/12277] loss=0.5630, lr=0.0000155, metrics:accuracy:0.7907
INFO:root:11:13:48 [Epoch 2 Batch 2560/12277] loss=0.4943, lr=0.0000155, metrics:accuracy:0.7907
INFO:root:11:13:50 [Epoch 2 Batch 2570/12277] loss=0.5119, lr=0.0000155, metrics:accuracy:0.7908
INFO:root:11:13:52 [Epoch 2 Batch 2580/12277] loss=0.4888, lr=0.0000155, metrics:accuracy:0.7909
INFO:root:11:13:53 [Epoch 2 Batch 2590/12277] loss=0.4840, lr=0.0000155, metrics:accuracy:0.7910
INFO:root:11:13:55 [Epoch 2 Batch 2600/12277] loss=0.4636, lr=0.0000155, metrics:accuracy:0.7911
INFO:root:11:13:57 [Epoch 2 Batch 2610/12277] loss=0.5782, lr=0.0000155, metrics:accuracy:0.7910
INFO:root:11:13:58 [Epoch 2 Batch 2620/12277] loss=0.5407, lr=0.0000155, metrics:accuracy:0.7910
INFO:root:11:14:00 [Epoch 2 Batch 2630/12277] loss=0.4831, lr=0.0000155, metrics:accuracy:0.7910
INFO:root:11:14:02 [Epoch 2 Batch 2640/12277] loss=0.5659, lr=0.0000155, metrics:accuracy:0.7910
INFO:root:11:14:03 [Epoch 2 Batch 2650/12277] loss=0.5501, lr=0.0000155, metrics:accuracy:0.7910
INFO:root:11:14:04 [Epoch 2 Batch 2660/12277] loss=0.4946, lr=0.0000155, metrics:accuracy:0.7909
INFO:root:11:14:06 [Epoch 2 Batch 2670/12277] loss=0.4658, lr=0.0000155, metrics:accuracy:0.7910
INFO:root:11:14:07 [Epoch 2 Batch 2680/12277] loss=0.4945, lr=0.0000155, metrics:accuracy:0.7911
INFO:root:11:14:09 [Epoch 2 Batch 2690/12277] loss=0.5031, lr=0.0000154, metrics:accuracy:0.7911
INFO:root:11:14:11 [Epoch 2 Batch 2700/12277] loss=0.5699, lr=0.0000154, metrics:accuracy:0.7910
INFO:root:11:14:13 [Epoch 2 Batch 2710/12277] loss=0.4699, lr=0.0000154, metrics:accuracy:0.7910
INFO:root:11:14:14 [Epoch 2 Batch 2720/12277] loss=0.5841, lr=0.0000154, metrics:accuracy:0.7909
INFO:root:11:14:16 [Epoch 2 Batch 2730/12277] loss=0.5363, lr=0.0000154, metrics:accuracy:0.7909
