('21.3200 %', 'train_loss:', '0.8739120671153069', ' train_acc:', 0.855, 'time:', 11.890928983688354)
('82.6533 %', 'train_loss:', '0.061853170298272746', ' train_acc:', 0.9834375, 'time:', 11.833317041397095)
('85.3200 %', 'train_loss:', '0.06125540510751307', ' train_acc:', 0.9828125, 'time:', 11.846911907196045)
('87.9867 %', 'train_loss:', '0.061442660944885576', ' train_acc:', 0.983125, 'time:', 11.766618013381958)
('90.6533 %', 'train_loss:', '0.06826988263695967', ' train_acc:', 0.983125, 'time:', 11.633847951889038)
('93.3200 %', 'train_loss:', '0.05691001263447106', ' train_acc:', 0.9828125, 'time:', 11.797157049179077)
('95.9867 %', 'train_loss:', '0.06668245854554698', ' train_acc:', 0.9803125, 'time:', 11.570115804672241)
('98.6533 %', 'train_loss:', '0.06369602715101791', ' train_acc:', 0.980625, 'time:', 11.650418996810913)
('epoch 7 done', 'acc = 0.9284,loss = 0.2318')
('1.3200 %', 'train_loss:', '0.05060839299694635', ' train_acc:', 0.9840625, 'time:', 29.773356914520264)
('3.9867 %', 'train_loss:', '0.04804268654668704', ' train_acc:', 0.988125, 'time:', 12.184218168258667)
('6.6533 %', 'train_loss:', '0.04146524110576138', ' train_acc:', 0.989375, 'time:', 12.15477991104126)
('9.3200 %', 'train_loss:', '0.04978367579402402', ' train_acc:', 0.986875, 'time:', 12.079342126846313)
('11.9867 %', 'train_loss:', '0.04120732236769982', ' train_acc:', 0.9896875, 'time:', 12.111375093460083)
('14.6533 %', 'train_loss:', '0.04282245937502012', ' train_acc:', 0.98875, 'time:', 12.060787200927734)
('17.3200 %', 'train_loss:', '0.040251003582379784', ' train_acc:', 0.990625, 'time:', 11.91868782043457)
('19.9867 %', 'train_loss:', '0.04279415669851005', ' train_acc:', 0.9896875, 'time:', 12.004884958267212)
('22.6533 %', 'train_loss:', '0.042209087380033455', ' train_acc:', 0.988125, 'time:', 11.813833951950073)
('25.3200 %', 'train_loss:', '0.03876226113294251', ' train_acc:', 0.991875, 'time:', 12.52976107597351)
('27.9867 %', 'train_loss:', '0.038662936101900414', ' train_acc:', 0.98875, 'time:', 11.844110012054443)
('30.6533 %', 'train_loss:', '0.03775267638207879', ' train_acc:', 0.99125, 'time:', 11.660938024520874)
('33.3200 %', 'train_loss:', '0.0393280348443659', ' train_acc:', 0.99125, 'time:', 12.321735858917236)
('35.9867 %', 'train_loss:', '0.04353640000714222', ' train_acc:', 0.9878125, 'time:', 11.571124792098999)
('38.6533 %', 'train_loss:', '0.04235220290313009', ' train_acc:', 0.9890625, 'time:', 11.52260708808899)
('41.3200 %', 'train_loss:', '0.04587938718148507', ' train_acc:', 0.9875, 'time:', 11.50118613243103)
('43.9867 %', 'train_loss:', '0.04168572334107012', ' train_acc:', 0.986875, 'time:', 11.437608003616333)
('46.6533 %', 'train_loss:', '0.04501791335060261', ' train_acc:', 0.98625, 'time:', 11.495761156082153)
('49.3200 %', 'train_loss:', '0.04416701960464706', ' train_acc:', 0.9875, 'time:', 11.580096006393433)
('51.9867 %', 'train_loss:', '0.03735456928930944', ' train_acc:', 0.990625, 'time:', 11.701647996902466)
('54.6533 %', 'train_loss:', '0.04396395356656285', ' train_acc:', 0.9859375, 'time:', 11.56334400177002)
('57.3200 %', 'train_loss:', '0.051969399729277936', ' train_acc:', 0.984375, 'time:', 11.360501050949097)
('59.9867 %', 'train_loss:', '0.045372064281837085', ' train_acc:', 0.988125, 'time:', 11.664605855941772)
('62.6533 %', 'train_loss:', '0.039205758452008015', ' train_acc:', 0.9915625, 'time:', 11.34646201133728)
('65.3200 %', 'train_loss:', '0.047749381969915704', ' train_acc:', 0.9846875, 'time:', 11.478193998336792)
('67.9867 %', 'train_loss:', '0.0466896091052331', ' train_acc:', 0.98625, 'time:', 11.649556875228882)
('70.6533 %', 'train_loss:', '0.053781246182625184', ' train_acc:', 0.981875, 'time:', 11.350445032119751)
('73.3200 %', 'train_loss:', '0.04805720136035234', ' train_acc:', 0.984375, 'time:', 11.550098896026611)
('75.9867 %', 'train_loss:', '0.049292236356996', ' train_acc:', 0.985625, 'time:', 11.453558921813965)
('78.6533 %', 'train_loss:', '0.04373634780873545', ' train_acc:', 0.9878125, 'time:', 11.59086799621582)
('81.3200 %', 'train_loss:', '0.043240293024573474', ' train_acc:', 0.988125, 'time:', 11.440898895263672)
('83.9867 %', 'train_loss:', '0.04605909462610725', ' train_acc:', 0.985, 'time:', 11.479442119598389)
('86.6533 %', 'train_loss:', '0.03846695577551145', ' train_acc:', 0.989375, 'time:', 11.697257041931152)
('89.3200 %', 'train_loss:', '0.04496181701077148', ' train_acc:', 0.9859375, 'time:', 11.498654127120972)
('91.9867 %', 'train_loss:', '0.050062167896248864', ' train_acc:', 0.9853125, 'time:', 11.664607048034668)
('94.6533 %', 'train_loss:', '0.04273397339100484', ' train_acc:', 0.986875, 'time:', 11.463635921478271)
('97.3200 %', 'train_loss:', '0.03775279065594077', ' train_acc:', 0.9890625, 'time:', 11.921166896820068)
('99.9867 %', 'train_loss:', '0.046598466347786596', ' train_acc:', 0.9859375, 'time:', 11.827194929122925)
('epoch 8 done', 'acc = 0.9287,loss = 0.2409')
('2.6533 %', 'train_loss:', '0.03037129466421902', ' train_acc:', 0.99125, 'time:', 29.439288854599)
('5.3200 %', 'train_loss:', '0.03436677676218096', ' train_acc:', 0.99, 'time:', 11.690743923187256)
('7.9867 %', 'train_loss:', '0.03356975262402557', ' train_acc:', 0.9890625, 'time:', 11.423070192337036)
('10.6533 %', 'train_loss:', '0.02785566013684729', ' train_acc:', 0.9934375, 'time:', 11.567945003509521)
('13.3200 %', 'train_loss:', '0.029806161373562644', ' train_acc:', 0.9934375, 'time:', 11.559710025787354)
('15.9867 %', 'train_loss:', '0.0238742043953971', ' train_acc:', 0.9946875, 'time:', 11.317604064941406)
('18.6533 %', 'train_loss:', '0.03261526061571203', ' train_acc:', 0.9934375, 'time:', 11.454260110855103)
('21.3200 %', 'train_loss:', '0.025672246587346306', ' train_acc:', 0.994375, 'time:', 11.594121932983398)
('23.9867 %', 'train_loss:', '0.02497749556961935', ' train_acc:', 0.9953125, 'time:', 11.522006034851074)
('26.6533 %', 'train_loss:', '0.028612029604264535', ' train_acc:', 0.9928125, 'time:', 11.514997959136963)
('29.3200 %', 'train_loss:', '0.029971623550809453', ' train_acc:', 0.9925, 'time:', 11.500391006469727)
('31.9867 %', 'train_loss:', '0.02852868496265728', ' train_acc:', 0.994375, 'time:', 11.534807920455933)
('34.6533 %', 'train_loss:', '0.029777330299839377', ' train_acc:', 0.993125, 'time:', 11.48836612701416)
('37.3200 %', 'train_loss:', '0.029061239570728502', ' train_acc:', 0.9928125, 'time:', 11.737101078033447)
('39.9867 %', 'train_loss:', '0.02994160861853743', ' train_acc:', 0.9909375, 'time:', 11.75259518623352)
('42.6533 %', 'train_loss:', '0.027772174047713635', ' train_acc:', 0.9925, 'time:', 11.455491781234741)
('45.3200 %', 'train_loss:', '0.03260972317701089', ' train_acc:', 0.9928125, 'time:', 11.392986059188843)
('47.9867 %', 'train_loss:', '0.030462259546329733', ' train_acc:', 0.991875, 'time:', 11.655702114105225)
('50.6533 %', 'train_loss:', '0.03243888860364677', ' train_acc:', 0.9909375, 'time:', 11.366250991821289)
('53.3200 %', 'train_loss:', '0.03135456556658028', ' train_acc:', 0.9925, 'time:', 11.400983095169067)
('55.9867 %', 'train_loss:', '0.027012315564788877', ' train_acc:', 0.993125, 'time:', 11.732136964797974)
('58.6533 %', 'train_loss:', '0.035694476046774073', ' train_acc:', 0.990625, 'time:', 11.434074878692627)
('61.3200 %', 'train_loss:', '0.03095352374424692', ' train_acc:', 0.990625, 'time:', 11.791083097457886)
('63.9867 %', 'train_loss:', '0.03449316456884844', ' train_acc:', 0.989375, 'time:', 11.676718950271606)
('66.6533 %', 'train_loss:', '0.03182813972991425', ' train_acc:', 0.9915625, 'time:', 11.610454082489014)
('69.3200 %', 'train_loss:', '0.029928393769660035', ' train_acc:', 0.99125, 'time:', 11.86545205116272)
('71.9867 %', 'train_loss:', '0.03706627212683088', ' train_acc:', 0.98875, 'time:', 11.721991062164307)
('74.6533 %', 'train_loss:', '0.03523991635607672', ' train_acc:', 0.9884375, 'time:', 11.667387962341309)
('77.3200 %', 'train_loss:', '0.03441985995916184', ' train_acc:', 0.9915625, 'time:', 11.64633584022522)
('79.9867 %', 'train_loss:', '0.02671670765048475', ' train_acc:', 0.991875, 'time:', 11.603263139724731)
('82.6533 %', 'train_loss:', '0.031017587304231712', ' train_acc:', 0.98875, 'time:', 11.614706993103027)
('85.3200 %', 'train_loss:', '0.03081572632334428', ' train_acc:', 0.991875, 'time:', 11.39600682258606)
('87.9867 %', 'train_loss:', '0.027879131222871365', ' train_acc:', 0.9915625, 'time:', 11.606310844421387)
('90.6533 %', 'train_loss:', '0.03330945327412337', ' train_acc:', 0.9896875, 'time:', 11.389018058776855)
('93.3200 %', 'train_loss:', '0.03251049171347404', ' train_acc:', 0.9909375, 'time:', 11.518369913101196)
('95.9867 %', 'train_loss:', '0.03431450925185345', ' train_acc:', 0.9909375, 'time:', 11.431113004684448)
('98.6533 %', 'train_loss:', '0.037333271214083655', ' train_acc:', 0.98875, 'time:', 11.435325145721436)
('epoch 9 done', 'acc = 0.9272,loss = 0.2511')
('1.3200 %', 'train_loss:', '0.032413180368748726', ' train_acc:', 0.99125, 'time:', 29.08129596710205)


