nohup: ignoring input
Loading data...
Loading train...
read 1 lines
read 10001 lines
read 20001 lines
read 30001 lines
read 40001 lines
read 50001 lines
read 60001 lines
read 70001 lines
read 80001 lines
read 90001 lines
read 100001 lines
read 110001 lines
read 120001 lines
read 130001 lines
read 140001 lines
read 150001 lines
read 160001 lines
read 170001 lines
read 180001 lines
read 190001 lines
read 200001 lines
read 210001 lines
read 220001 lines
read 230001 lines
read 240001 lines
read 250001 lines
read 260001 lines
read 270001 lines
read 280001 lines
read 290001 lines
read 300001 lines
read 310001 lines
read 320001 lines
read 330001 lines
read 340001 lines
read 350001 lines
read 360001 lines
read 370001 lines
read 380001 lines
read 390001 lines
read 400001 lines
read 410001 lines
read 420001 lines
read 430001 lines
read 440001 lines
read 450001 lines
read 460001 lines
read 470001 lines
read 480001 lines
read 490001 lines
read 500001 lines
read 510001 lines
read 520001 lines
read 530001 lines
read 540001 lines
read 550001 lines
Loading test...
read 1 lines
read 10001 lines
read 20001 lines
read 30001 lines
read 40001 lines
read 50001 lines
read 60001 lines
(gpu(0), 'dbpedia')
('0.5686 %', 'train_loss:', '2.6343586540222166', ' train_acc:', 0.530625, 'time:', 17.654328107833862)
('32.5686 %', 'train_loss:', '0.05057719549087778', ' train_acc:', 0.9896875, 'time:', 16.698782920837402)
('33.1400 %', 'train_loss:', '0.03906836368201766', ' train_acc:', 0.99, 'time:', 17.144567012786865)
('33.7114 %', 'train_loss:', '0.03364109921254567', ' train_acc:', 0.9921875, 'time:', 16.744304180145264)
('34.2829 %', 'train_loss:', '0.040318543023058734', ' train_acc:', 0.9896875, 'time:', 16.998857021331787)
('34.8543 %', 'train_loss:', '0.052729436730332965', ' train_acc:', 0.9896875, 'time:', 16.580626010894775)
('35.4257 %', 'train_loss:', '0.04862405322914128', ' train_acc:', 0.98625, 'time:', 16.760397911071777)
('35.9971 %', 'train_loss:', '0.03918087415022455', ' train_acc:', 0.9896875, 'time:', 17.598620176315308)
('36.5686 %', 'train_loss:', '0.05676298560389114', ' train_acc:', 0.9884375, 'time:', 16.95080304145813)
('37.1400 %', 'train_loss:', '0.036095168074862155', ' train_acc:', 0.9921875, 'time:', 16.673632860183716)
('37.7114 %', 'train_loss:', '0.053212248683557846', ' train_acc:', 0.9878125, 'time:', 16.642577171325684)
('38.2829 %', 'train_loss:', '0.035743988329049896', ' train_acc:', 0.9909375, 'time:', 16.949907064437866)
('38.8543 %', 'train_loss:', '0.04192263962744619', ' train_acc:', 0.990625, 'time:', 16.894275188446045)
('39.4257 %', 'train_loss:', '0.03873313762545877', ' train_acc:', 0.9921875, 'time:', 16.79169201850891)
('39.9971 %', 'train_loss:', '0.048684475492227645', ' train_acc:', 0.9878125, 'time:', 16.783971071243286)
('40.5686 %', 'train_loss:', '0.04178946562275087', ' train_acc:', 0.990625, 'time:', 16.507988929748535)
('41.1400 %', 'train_loss:', '0.04731120281114272', ' train_acc:', 0.990625, 'time:', 16.938841819763184)
('41.7114 %', 'train_loss:', '0.055449667762259194', ' train_acc:', 0.986875, 'time:', 16.901298999786377)
('42.2829 %', 'train_loss:', '0.04377235906256829', ' train_acc:', 0.989375, 'time:', 16.713340997695923)
('42.8543 %', 'train_loss:', '0.04628978314322012', ' train_acc:', 0.988125, 'time:', 17.062854051589966)
('43.4257 %', 'train_loss:', '0.04117273078612925', ' train_acc:', 0.989375, 'time:', 16.70604395866394)
('43.9971 %', 'train_loss:', '0.04364794560147857', ' train_acc:', 0.98875, 'time:', 16.742997884750366)
('44.5686 %', 'train_loss:', '0.04682005641712749', ' train_acc:', 0.9871875, 'time:', 16.626408100128174)
('45.1400 %', 'train_loss:', '0.03558438098829356', ' train_acc:', 0.99125, 'time:', 16.76688504219055)
('45.7114 %', 'train_loss:', '0.04103337472450221', ' train_acc:', 0.9896875, 'time:', 16.82398819923401)
('46.2829 %', 'train_loss:', '0.051421372559270824', ' train_acc:', 0.9890625, 'time:', 16.656418085098267)
('46.8543 %', 'train_loss:', '0.034838956693984076', ' train_acc:', 0.9921875, 'time:', 17.18380880355835)
('47.4257 %', 'train_loss:', '0.04482605802735634', ' train_acc:', 0.9890625, 'time:', 16.7018461227417)
('47.9971 %', 'train_loss:', '0.04771571169592789', ' train_acc:', 0.9859375, 'time:', 16.633681058883667)
('48.5686 %', 'train_loss:', '0.050604976724062', ' train_acc:', 0.989375, 'time:', 16.979344129562378)
('49.1400 %', 'train_loss:', '0.04788152703673404', ' train_acc:', 0.989375, 'time:', 17.10188579559326)
('49.7114 %', 'train_loss:', '0.035111586561397415', ' train_acc:', 0.99, 'time:', 16.82390809059143)
('50.2829 %', 'train_loss:', '0.04338316331799433', ' train_acc:', 0.9875, 'time:', 17.044875860214233)
('50.8543 %', 'train_loss:', '0.04289765207606251', ' train_acc:', 0.99, 'time:', 16.833173036575317)
('51.4257 %', 'train_loss:', '0.04315798717048892', ' train_acc:', 0.99125, 'time:', 17.047027111053467)
('51.9971 %', 'train_loss:', '0.03610169790721557', ' train_acc:', 0.989375, 'time:', 16.595000982284546)
('52.5686 %', 'train_loss:', '0.04044178863121488', ' train_acc:', 0.9915625, 'time:', 16.843680143356323)
('53.1400 %', 'train_loss:', '0.03251403075741109', ' train_acc:', 0.991875, 'time:', 17.050992965698242)
('53.7114 %', 'train_loss:', '0.0319217571165791', ' train_acc:', 0.9925, 'time:', 16.95433783531189)
('54.2829 %', 'train_loss:', '0.04459658164028951', ' train_acc:', 0.9903125, 'time:', 16.657939910888672)
('54.8543 %', 'train_loss:', '0.04142776866287932', ' train_acc:', 0.9915625, 'time:', 16.669688940048218)
('55.4257 %', 'train_loss:', '0.059433421423273104', ' train_acc:', 0.983125, 'time:', 16.648298025131226)
('55.9971 %', 'train_loss:', '0.04704155968627674', ' train_acc:', 0.985, 'time:', 16.76511287689209)
('56.5686 %', 'train_loss:', '0.045844404430608846', ' train_acc:', 0.99, 'time:', 16.936023950576782)
('57.1400 %', 'train_loss:', '0.03691775284258256', ' train_acc:', 0.99125, 'time:', 17.032721042633057)
('57.7114 %', 'train_loss:', '0.042759573787770934', ' train_acc:', 0.9878125, 'time:', 16.861164093017578)
('58.2829 %', 'train_loss:', '0.03967056769501141', ' train_acc:', 0.9896875, 'time:', 16.792733907699585)
('58.8543 %', 'train_loss:', '0.034637451958878955', ' train_acc:', 0.99125, 'time:', 16.732212781906128)
('59.4257 %', 'train_loss:', '0.053827940411501914', ' train_acc:', 0.98875, 'time:', 16.67843198776245)
('59.9971 %', 'train_loss:', '0.041741059207397485', ' train_acc:', 0.9903125, 'time:', 16.785787105560303)
('60.5686 %', 'train_loss:', '0.031315797693278', ' train_acc:', 0.990625, 'time:', 16.619771003723145)
('61.1400 %', 'train_loss:', '0.04860344215929217', ' train_acc:', 0.988125, 'time:', 16.654093027114868)
('61.7114 %', 'train_loss:', '0.04214178212438128', ' train_acc:', 0.989375, 'time:', 16.878248929977417)
('62.2829 %', 'train_loss:', '0.04026110259394045', ' train_acc:', 0.99, 'time:', 16.91280198097229)
('62.8543 %', 'train_loss:', '0.05435981681888734', ' train_acc:', 0.989375, 'time:', 16.780452013015747)
('63.4257 %', 'train_loss:', '0.039923161653096034', ' train_acc:', 0.990625, 'time:', 17.044434070587158)
('63.9971 %', 'train_loss:', '0.05579907734800145', ' train_acc:', 0.9878125, 'time:', 16.853366136550903)
('64.5686 %', 'train_loss:', '0.03979940489318324', ' train_acc:', 0.98875, 'time:', 17.020068168640137)
('65.1400 %', 'train_loss:', '0.050675692073355094', ' train_acc:', 0.9896875, 'time:', 16.96032691001892)
('65.7114 %', 'train_loss:', '0.050203396983160925', ' train_acc:', 0.988125, 'time:', 16.894922971725464)
('66.2829 %', 'train_loss:', '0.02778034024322551', ' train_acc:', 0.9934375, 'time:', 16.608379125595093)
('66.8543 %', 'train_loss:', '0.05004771989471919', ' train_acc:', 0.98875, 'time:', 16.86707305908203)
('67.4257 %', 'train_loss:', '0.04385226275786408', ' train_acc:', 0.989375, 'time:', 16.726521968841553)
('67.9971 %', 'train_loss:', '0.04130493318834851', ' train_acc:', 0.990625, 'time:', 16.862289905548096)
('68.5686 %', 'train_loss:', '0.043485746702281176', ' train_acc:', 0.9909375, 'time:', 16.797168970108032)
('69.1400 %', 'train_loss:', '0.03695543770496443', ' train_acc:', 0.989375, 'time:', 17.21230697631836)
('69.7114 %', 'train_loss:', '0.04247679595897352', ' train_acc:', 0.9871875, 'time:', 16.67900800704956)
('70.2829 %', 'train_loss:', '0.03774114059327985', ' train_acc:', 0.990625, 'time:', 16.92549180984497)
('70.8543 %', 'train_loss:', '0.037408908035067724', ' train_acc:', 0.9896875, 'time:', 16.62166690826416)
('71.4257 %', 'train_loss:', '0.044321058994710255', ' train_acc:', 0.989375, 'time:', 16.92471194267273)
('71.9971 %', 'train_loss:', '0.03783572361207917', ' train_acc:', 0.989375, 'time:', 16.62660503387451)
('72.5686 %', 'train_loss:', '0.05331374889548897', ' train_acc:', 0.9896875, 'time:', 16.942271947860718)
('73.1400 %', 'train_loss:', '0.057206444006460515', ' train_acc:', 0.9875, 'time:', 16.834961891174316)
('73.7114 %', 'train_loss:', '0.041047388028237035', ' train_acc:', 0.99, 'time:', 16.549530029296875)
('74.2829 %', 'train_loss:', '0.02585126646094068', ' train_acc:', 0.9934375, 'time:', 16.885339975357056)
('74.8543 %', 'train_loss:', '0.05674421541247284', ' train_acc:', 0.9875, 'time:', 16.94404888153076)
('75.4257 %', 'train_loss:', '0.0452843521899922', ' train_acc:', 0.988125, 'time:', 17.24092411994934)
('75.9971 %', 'train_loss:', '0.040468301834507656', ' train_acc:', 0.989375, 'time:', 16.74476909637451)
('76.5686 %', 'train_loss:', '0.04291159382107708', ' train_acc:', 0.9890625, 'time:', 16.860623836517334)
('77.1400 %', 'train_loss:', '0.047562657984117324', ' train_acc:', 0.986875, 'time:', 16.7015700340271)
('77.7114 %', 'train_loss:', '0.04087079085602454', ' train_acc:', 0.9909375, 'time:', 16.871232986450195)
('78.2829 %', 'train_loss:', '0.050414832587957786', ' train_acc:', 0.9890625, 'time:', 16.74684500694275)
('78.8543 %', 'train_loss:', '0.02947924280882944', ' train_acc:', 0.9921875, 'time:', 16.999969959259033)
('79.4257 %', 'train_loss:', '0.04297903344664519', ' train_acc:', 0.9878125, 'time:', 16.935487985610962)
('79.9971 %', 'train_loss:', '0.04592234734431258', ' train_acc:', 0.9909375, 'time:', 16.765708923339844)
('80.5686 %', 'train_loss:', '0.04133242954627349', ' train_acc:', 0.99, 'time:', 16.779618978500366)
('81.1400 %', 'train_loss:', '0.031165184119090555', ' train_acc:', 0.9925, 'time:', 16.624149084091187)
('81.7114 %', 'train_loss:', '0.033132496485341105', ' train_acc:', 0.99125, 'time:', 16.84441900253296)
('82.2829 %', 'train_loss:', '0.03769128202375214', ' train_acc:', 0.990625, 'time:', 16.780900955200195)
('82.8543 %', 'train_loss:', '0.03933131646057518', ' train_acc:', 0.990625, 'time:', 16.693578004837036)
('83.4257 %', 'train_loss:', '0.04413927723538563', ' train_acc:', 0.986875, 'time:', 16.58941388130188)
('83.9971 %', 'train_loss:', '0.035848551047783984', ' train_acc:', 0.9903125, 'time:', 16.800169944763184)
('84.5686 %', 'train_loss:', '0.0403286513767307', ' train_acc:', 0.9896875, 'time:', 16.694289207458496)
('85.1400 %', 'train_loss:', '0.04186432697064447', ' train_acc:', 0.9871875, 'time:', 16.714198112487793)
('85.7114 %', 'train_loss:', '0.03654038979748293', ' train_acc:', 0.9896875, 'time:', 16.646156072616577)
('86.2829 %', 'train_loss:', '0.036433540557736704', ' train_acc:', 0.99125, 'time:', 16.670185089111328)
('86.8543 %', 'train_loss:', '0.04370665181209915', ' train_acc:', 0.988125, 'time:', 16.928471088409424)
('87.4257 %', 'train_loss:', '0.0300224745991909', ' train_acc:', 0.9909375, 'time:', 16.871306896209717)
('87.9971 %', 'train_loss:', '0.03608825636649272', ' train_acc:', 0.989375, 'time:', 16.579540014266968)
('88.5686 %', 'train_loss:', '0.05089151589294488', ' train_acc:', 0.989375, 'time:', 16.85104203224182)
('89.1400 %', 'train_loss:', '0.05556269098047778', ' train_acc:', 0.986875, 'time:', 16.944450855255127)
('89.7114 %', 'train_loss:', '0.04692743376202998', ' train_acc:', 0.988125, 'time:', 17.21269702911377)
('90.2829 %', 'train_loss:', '0.04242201103461411', ' train_acc:', 0.99, 'time:', 16.647831916809082)
('90.8543 %', 'train_loss:', '0.0510955401587853', ' train_acc:', 0.990625, 'time:', 16.56025719642639)
('91.4257 %', 'train_loss:', '0.04332848366608232', ' train_acc:', 0.9915625, 'time:', 16.85155701637268)
('91.9971 %', 'train_loss:', '0.041210346861298604', ' train_acc:', 0.99, 'time:', 16.925357818603516)
('92.5686 %', 'train_loss:', '0.03577498345537606', ' train_acc:', 0.99125, 'time:', 17.095723867416382)
('93.1400 %', 'train_loss:', '0.04172766413690624', ' train_acc:', 0.9884375, 'time:', 16.993202924728394)
('93.7114 %', 'train_loss:', '0.03530344008933753', ' train_acc:', 0.991875, 'time:', 16.885031938552856)
('94.2829 %', 'train_loss:', '0.04120195171130035', ' train_acc:', 0.9878125, 'time:', 16.946107149124146)
('94.8543 %', 'train_loss:', '0.033453872447480534', ' train_acc:', 0.9903125, 'time:', 16.750022172927856)
('95.4257 %', 'train_loss:', '0.04058424826595001', ' train_acc:', 0.9915625, 'time:', 16.96971082687378)
('95.9971 %', 'train_loss:', '0.03942255178671985', ' train_acc:', 0.9903125, 'time:', 16.897906064987183)
('96.5686 %', 'train_loss:', '0.0503528754061972', ' train_acc:', 0.9896875, 'time:', 16.646332025527954)
('97.1400 %', 'train_loss:', '0.04561116881148337', ' train_acc:', 0.9896875, 'time:', 16.900354862213135)
('97.7114 %', 'train_loss:', '0.027721992205497373', ' train_acc:', 0.99375, 'time:', 16.989813804626465)
('98.2829 %', 'train_loss:', '0.03938329218330182', ' train_acc:', 0.9909375, 'time:', 16.68773603439331)
('98.8543 %', 'train_loss:', '0.044220013050689885', ' train_acc:', 0.99, 'time:', 16.936273097991943)
('99.4257 %', 'train_loss:', '0.03488934577952023', ' train_acc:', 0.9896875, 'time:', 17.05249810218811)
('99.9971 %', 'train_loss:', '0.05641161423696758', ' train_acc:', 0.98625, 'time:', 16.792922973632812)
('epoch 2 done', 'acc = 0.9879,loss = 0.0498')
('0.5686 %', 'train_loss:', '0.03670875706789957', ' train_acc:', 0.9915625, 'time:', 170.26487398147583)
('1.1400 %', 'train_loss:', '0.036446453986100094', ' train_acc:', 0.991875, 'time:', 16.64645504951477)
('1.7114 %', 'train_loss:', '0.026892700307544145', ' train_acc:', 0.9928125, 'time:', 16.675541877746582)
('2.2829 %', 'train_loss:', '0.0449859917451613', ' train_acc:', 0.989375, 'time:', 17.058862924575806)
('2.8543 %', 'train_loss:', '0.026907830708578332', ' train_acc:', 0.993125, 'time:', 16.738735914230347)
('3.4257 %', 'train_loss:', '0.026442212839574496', ' train_acc:', 0.99375, 'time:', 17.04018783569336)
('3.9971 %', 'train_loss:', '0.024255246810362223', ' train_acc:', 0.9953125, 'time:', 16.55982208251953)
('4.5686 %', 'train_loss:', '0.02601686027210235', ' train_acc:', 0.9946875, 'time:', 16.896178007125854)
('5.1400 %', 'train_loss:', '0.028439028288030386', ' train_acc:', 0.9928125, 'time:', 16.98374104499817)
('5.7114 %', 'train_loss:', '0.025805513188934127', ' train_acc:', 0.994375, 'time:', 16.790982007980347)
('6.2829 %', 'train_loss:', '0.03714306921399839', ' train_acc:', 0.9909375, 'time:', 16.672157049179077)
('6.8543 %', 'train_loss:', '0.023694917196553433', ' train_acc:', 0.9934375, 'time:', 16.7089741230011)
('7.4257 %', 'train_loss:', '0.017967941615279415', ' train_acc:', 0.9959375, 'time:', 16.607846975326538)
('7.9971 %', 'train_loss:', '0.036686337683531745', ' train_acc:', 0.995, 'time:', 16.669769048690796)
('8.5686 %', 'train_loss:', '0.03923697232734412', ' train_acc:', 0.9921875, 'time:', 16.649101972579956)
('9.1400 %', 'train_loss:', '0.030115025955064992', ' train_acc:', 0.993125, 'time:', 16.767420053482056)
('9.7114 %', 'train_loss:', '0.02773502217285568', ' train_acc:', 0.994375, 'time:', 16.641896963119507)
('10.2829 %', 'train_loss:', '0.03004189146842691', ' train_acc:', 0.9925, 'time:', 17.041970014572144)
('10.8543 %', 'train_loss:', '0.030633434249848504', ' train_acc:', 0.9925, 'time:', 16.95997190475464)
('11.4257 %', 'train_loss:', '0.04835249156273676', ' train_acc:', 0.989375, 'time:', 16.64244508743286)
('11.9971 %', 'train_loss:', '0.025473222915952647', ' train_acc:', 0.9934375, 'time:', 16.948580980300903)
('12.5686 %', 'train_loss:', '0.03609042087477974', ' train_acc:', 0.989375, 'time:', 17.161455154418945)
('13.1400 %', 'train_loss:', '0.02363632967151716', ' train_acc:', 0.9928125, 'time:', 16.874883890151978)
('13.7114 %', 'train_loss:', '0.03161469159425906', ' train_acc:', 0.9915625, 'time:', 16.938394784927368)
('14.2829 %', 'train_loss:', '0.023041690624886542', ' train_acc:', 0.995625, 'time:', 16.571614980697632)
('14.8543 %', 'train_loss:', '0.02544481645240012', ' train_acc:', 0.9940625, 'time:', 17.03709387779236)
('15.4257 %', 'train_loss:', '0.03459323924287674', ' train_acc:', 0.99125, 'time:', 16.904392957687378)
('15.9971 %', 'train_loss:', '0.027950818843528395', ' train_acc:', 0.9934375, 'time:', 16.659045934677124)
('16.5686 %', 'train_loss:', '0.027767293862925726', ' train_acc:', 0.991875, 'time:', 16.804866075515747)
('17.1400 %', 'train_loss:', '0.027401778276080223', ' train_acc:', 0.993125, 'time:', 16.73669195175171)
('17.7114 %', 'train_loss:', '0.03193490417346766', ' train_acc:', 0.9934375, 'time:', 16.758093118667603)
('18.2829 %', 'train_loss:', '0.03425945408795087', ' train_acc:', 0.9921875, 'time:', 17.078081130981445)
('18.8543 %', 'train_loss:', '0.02458718889231022', ' train_acc:', 0.9946875, 'time:', 16.65699601173401)
('19.4257 %', 'train_loss:', '0.028937747528452747', ' train_acc:', 0.9928125, 'time:', 16.878522872924805)
('19.9971 %', 'train_loss:', '0.033636341248893586', ' train_acc:', 0.993125, 'time:', 16.952136993408203)
('20.5686 %', 'train_loss:', '0.04075944354455714', ' train_acc:', 0.9928125, 'time:', 17.07849383354187)
('21.1400 %', 'train_loss:', '0.03376313304577707', ' train_acc:', 0.99375, 'time:', 16.703058004379272)
('21.7114 %', 'train_loss:', '0.029857813803173486', ' train_acc:', 0.99375, 'time:', 16.848818063735962)
('22.2829 %', 'train_loss:', '0.024044495887510495', ' train_acc:', 0.9925, 'time:', 16.89015507698059)
('22.8543 %', 'train_loss:', '0.029213001016578345', ' train_acc:', 0.99375, 'time:', 16.55890393257141)
('23.4257 %', 'train_loss:', '0.04188226533180568', ' train_acc:', 0.9903125, 'time:', 16.95286202430725)
('23.9971 %', 'train_loss:', '0.03214945733663626', ' train_acc:', 0.99375, 'time:', 17.00148892402649)
('24.5686 %', 'train_loss:', '0.035804737867802035', ' train_acc:', 0.9928125, 'time:', 16.74542999267578)
('25.1400 %', 'train_loss:', '0.027270478394830207', ' train_acc:', 0.9940625, 'time:', 16.846448183059692)
('25.7114 %', 'train_loss:', '0.03826602401000855', ' train_acc:', 0.9909375, 'time:', 16.850568056106567)
('26.2829 %', 'train_loss:', '0.031473054898633564', ' train_acc:', 0.99125, 'time:', 16.77246594429016)
('26.8543 %', 'train_loss:', '0.02565035183783948', ' train_acc:', 0.9925, 'time:', 16.746075868606567)
('27.4257 %', 'train_loss:', '0.022758505574893208', ' train_acc:', 0.9946875, 'time:', 16.89411997795105)
('27.9971 %', 'train_loss:', '0.03354621108917854', ' train_acc:', 0.991875, 'time:', 16.637367010116577)
('28.5686 %', 'train_loss:', '0.019687693058167498', ' train_acc:', 0.995625, 'time:', 16.52374005317688)
('29.1400 %', 'train_loss:', '0.022439625278720995', ' train_acc:', 0.9934375, 'time:', 16.73267889022827)
('29.7114 %', 'train_loss:', '0.038823973499656855', ' train_acc:', 0.99125, 'time:', 16.876302003860474)
('30.2829 %', 'train_loss:', '0.04014556667156285', ' train_acc:', 0.9896875, 'time:', 16.694427013397217)
('30.8543 %', 'train_loss:', '0.03603881787890714', ' train_acc:', 0.99125, 'time:', 17.00371503829956)
('31.4257 %', 'train_loss:', '0.02614643917515423', ' train_acc:', 0.99375, 'time:', 16.709524869918823)
('31.9971 %', 'train_loss:', '0.03260034005621492', ' train_acc:', 0.99125, 'time:', 17.07457709312439)
('32.5686 %', 'train_loss:', '0.03556848627486033', ' train_acc:', 0.993125, 'time:', 16.97723388671875)
('33.1400 %', 'train_loss:', '0.032314806676185984', ' train_acc:', 0.991875, 'time:', 17.01943016052246)
('33.7114 %', 'train_loss:', '0.028695636143238515', ' train_acc:', 0.9915625, 'time:', 17.01959204673767)
('34.2829 %', 'train_loss:', '0.03416477726348603', ' train_acc:', 0.9915625, 'time:', 16.736638069152832)
('34.8543 %', 'train_loss:', '0.03546855000377036', ' train_acc:', 0.9921875, 'time:', 16.678571939468384)
('35.4257 %', 'train_loss:', '0.02253717062958458', ' train_acc:', 0.9934375, 'time:', 16.770506858825684)
('35.9971 %', 'train_loss:', '0.024457890368294103', ' train_acc:', 0.99375, 'time:', 16.771057844161987)
('36.5686 %', 'train_loss:', '0.024974830159862904', ' train_acc:', 0.993125, 'time:', 16.804505825042725)
('37.1400 %', 'train_loss:', '0.043579021914983966', ' train_acc:', 0.9909375, 'time:', 16.809566020965576)
('37.7114 %', 'train_loss:', '0.02285133136967488', ' train_acc:', 0.9940625, 'time:', 16.687984943389893)
('38.2829 %', 'train_loss:', '0.0326033368498247', ' train_acc:', 0.9915625, 'time:', 16.650452136993408)
('38.8543 %', 'train_loss:', '0.037088953305210455', ' train_acc:', 0.9925, 'time:', 16.8407199382782)
('39.4257 %', 'train_loss:', '0.021136449213447577', ' train_acc:', 0.994375, 'time:', 16.833220958709717)
('39.9971 %', 'train_loss:', '0.026742340636992594', ' train_acc:', 0.9934375, 'time:', 16.69204807281494)
('40.5686 %', 'train_loss:', '0.03334978990702439', ' train_acc:', 0.99, 'time:', 16.85399889945984)
('41.1400 %', 'train_loss:', '0.037802854005840346', ' train_acc:', 0.9928125, 'time:', 16.95071005821228)
('41.7114 %', 'train_loss:', '0.038344857074891936', ' train_acc:', 0.9896875, 'time:', 16.583112955093384)
('42.2829 %', 'train_loss:', '0.035297131570987406', ' train_acc:', 0.9909375, 'time:', 16.81327509880066)
('42.8543 %', 'train_loss:', '0.04251793558447389', ' train_acc:', 0.989375, 'time:', 16.637828826904297)
('43.4257 %', 'train_loss:', '0.0321963657449669', ' train_acc:', 0.99125, 'time:', 16.66898488998413)
('43.9971 %', 'train_loss:', '0.025820710122188756', ' train_acc:', 0.9940625, 'time:', 16.59385108947754)
('44.5686 %', 'train_loss:', '0.028842129033109815', ' train_acc:', 0.993125, 'time:', 16.938796997070312)
('45.1400 %', 'train_loss:', '0.025986221988023316', ' train_acc:', 0.9940625, 'time:', 16.464799880981445)
('45.7114 %', 'train_loss:', '0.01889938694315788', ' train_acc:', 0.9953125, 'time:', 16.8405499458313)
('46.2829 %', 'train_loss:', '0.03169967503691623', ' train_acc:', 0.9928125, 'time:', 16.885693073272705)
('46.8543 %', 'train_loss:', '0.026745469736433734', ' train_acc:', 0.9925, 'time:', 16.87146806716919)
('47.4257 %', 'train_loss:', '0.0320375911251358', ' train_acc:', 0.9934375, 'time:', 16.52689003944397)
('47.9971 %', 'train_loss:', '0.029713261995912035', ' train_acc:', 0.9903125, 'time:', 16.76887583732605)
('48.5686 %', 'train_loss:', '0.023004736370203317', ' train_acc:', 0.9940625, 'time:', 16.73041009902954)
('49.1400 %', 'train_loss:', '0.03465858248171571', ' train_acc:', 0.9925, 'time:', 16.917958974838257)
('49.7114 %', 'train_loss:', '0.03316718336564918', ' train_acc:', 0.9928125, 'time:', 16.58057403564453)
('50.2829 %', 'train_loss:', '0.0395217782191321', ' train_acc:', 0.990625, 'time:', 16.828095197677612)
('50.8543 %', 'train_loss:', '0.04077505572047812', ' train_acc:', 0.9921875, 'time:', 16.857306957244873)
('51.4257 %', 'train_loss:', '0.03230479601163097', ' train_acc:', 0.990625, 'time:', 16.90081000328064)
('51.9971 %', 'train_loss:', '0.03056553780656486', ' train_acc:', 0.993125, 'time:', 17.1420841217041)
('52.5686 %', 'train_loss:', '0.041443709954064614', ' train_acc:', 0.9925, 'time:', 16.751857042312622)
('53.1400 %', 'train_loss:', '0.03639597903591493', ' train_acc:', 0.99, 'time:', 16.602375030517578)
('53.7114 %', 'train_loss:', '0.022778590954221727', ' train_acc:', 0.9946875, 'time:', 16.61940097808838)
('54.2829 %', 'train_loss:', '0.029060397970424673', ' train_acc:', 0.99375, 'time:', 16.947484016418457)
('54.8543 %', 'train_loss:', '0.030831704149441065', ' train_acc:', 0.9921875, 'time:', 16.63774013519287)
('55.4257 %', 'train_loss:', '0.035754081066825164', ' train_acc:', 0.99125, 'time:', 16.503648042678833)
('55.9971 %', 'train_loss:', '0.035474919072366905', ' train_acc:', 0.990625, 'time:', 17.039355993270874)
('56.5686 %', 'train_loss:', '0.029570035022179583', ' train_acc:', 0.9925, 'time:', 16.618633031845093)
('57.1400 %', 'train_loss:', '0.03086408433237011', ' train_acc:', 0.994375, 'time:', 16.849980115890503)
('57.7114 %', 'train_loss:', '0.02411442026959776', ' train_acc:', 0.9921875, 'time:', 16.802616834640503)
('58.2829 %', 'train_loss:', '0.03734285138270934', ' train_acc:', 0.99375, 'time:', 16.922868967056274)
('58.8543 %', 'train_loss:', '0.02773423953285601', ' train_acc:', 0.994375, 'time:', 17.16303586959839)
('59.4257 %', 'train_loss:', '0.02775942957924144', ' train_acc:', 0.9940625, 'time:', 16.81594204902649)
('59.9971 %', 'train_loss:', '0.03219954655260153', ' train_acc:', 0.9925, 'time:', 16.71512007713318)
('60.5686 %', 'train_loss:', '0.03375408625332057', ' train_acc:', 0.9909375, 'time:', 16.89217495918274)
('61.1400 %', 'train_loss:', '0.029014015268453475', ' train_acc:', 0.9925, 'time:', 16.766200065612793)
('61.7114 %', 'train_loss:', '0.019891840461114044', ' train_acc:', 0.9934375, 'time:', 16.71211290359497)
('62.2829 %', 'train_loss:', '0.030998170312104775', ' train_acc:', 0.9921875, 'time:', 16.661842823028564)
('62.8543 %', 'train_loss:', '0.0360713640292488', ' train_acc:', 0.9915625, 'time:', 16.810561895370483)
('63.4257 %', 'train_loss:', '0.030873622672575037', ' train_acc:', 0.9925, 'time:', 16.777536869049072)
('63.9971 %', 'train_loss:', '0.0428160640968872', ' train_acc:', 0.9903125, 'time:', 16.597739934921265)
('64.5686 %', 'train_loss:', '0.034985201597660304', ' train_acc:', 0.9903125, 'time:', 17.23004698753357)
('65.1400 %', 'train_loss:', '0.029535550511427575', ' train_acc:', 0.9915625, 'time:', 16.870775938034058)
('65.7114 %', 'train_loss:', '0.035997140611043504', ' train_acc:', 0.990625, 'time:', 17.084521770477295)
('66.2829 %', 'train_loss:', '0.038745581438365664', ' train_acc:', 0.99125, 'time:', 16.703709840774536)
('66.8543 %', 'train_loss:', '0.029736714352729905', ' train_acc:', 0.993125, 'time:', 16.815901041030884)
('67.4257 %', 'train_loss:', '0.025680790490750952', ' train_acc:', 0.9940625, 'time:', 16.94871997833252)
('67.9971 %', 'train_loss:', '0.034495010146711136', ' train_acc:', 0.990625, 'time:', 16.74906301498413)
('68.5686 %', 'train_loss:', '0.02948354175316126', ' train_acc:', 0.9928125, 'time:', 16.753765106201172)
('69.1400 %', 'train_loss:', '0.03149987451359266', ' train_acc:', 0.9925, 'time:', 16.63221287727356)
('69.7114 %', 'train_loss:', '0.03568451992303381', ' train_acc:', 0.9921875, 'time:', 16.684067010879517)
