2020-01-14 09:34:06,659 - root - INFO - Namespace(accumulate=None, attention_dropout=0.1, batch_size=128, dataset='126gb', dev_batch_size=32, dropout=0.1, early_stop=None, epochs=3, epsilon=1e-06, gpu=8, log_interval=10, lr=3e-05, lr_decay='linear', max_len=128, model_name='xlnet_cased_l12_h768_a12', model_parameters=None, only_inference=False, optimizer='Adam', output_dir='./output_dir', pad=True, seed=5, task_name='QQP', training_steps=14000, warmup_ratio=0.07)
2020-01-14 09:34:35,776 - root - INFO - processing dataset...
2020-01-14 09:34:49,382 - py.warnings - WARNING - /home/ubuntu/.local/lib/python3.6/site-packages/gluonnlp/data/dataset.py:169: UserWarning: 21 incomplete samples in /home/ubuntu/.mxnet/datasets/glue_qqp/train.tsv
  warnings.warn('%d incomplete samples in %s'%(num_missing, filename))

2020-01-14 09:34:56,734 - py.warnings - WARNING - /home/ubuntu/.local/lib/python3.6/site-packages/gluonnlp/data/dataset.py:169: UserWarning: 1 incomplete samples in /home/ubuntu/.mxnet/datasets/glue_qqp/dev.tsv
  warnings.warn('%d incomplete samples in %s'%(num_missing, filename))

2020-01-14 09:35:07,893 - root - INFO - Now we are doing XLNet classification training on [gpu(0), gpu(1), gpu(2), gpu(3), gpu(4), gpu(5), gpu(6), gpu(7)]!
2020-01-14 09:35:07,900 - root - INFO - training steps=14000
2020-01-14 09:36:01,069 - root - INFO - Time cost for the first forward-backward =53.16s
2020-01-14 10:13:03,374 - root - INFO - [Epoch 1 Batch 2230/2843] loss=0.2939, lr=0.0000271
2020-01-14 10:13:13,536 - root - INFO - [Epoch 1 Batch 2240/2843] loss=0.2899, lr=0.0000271
2020-01-14 10:13:23,709 - root - INFO - [Epoch 1 Batch 2250/2843] loss=0.2928, lr=0.0000271
2020-01-14 10:13:33,737 - root - INFO - [Epoch 1 Batch 2260/2843] loss=0.2792, lr=0.0000271
2020-01-14 10:13:43,713 - root - INFO - [Epoch 1 Batch 2270/2843] loss=0.3001, lr=0.0000270
2020-01-14 10:13:53,785 - root - INFO - [Epoch 1 Batch 2280/2843] loss=0.3002, lr=0.0000270
2020-01-14 10:14:03,621 - root - INFO - [Epoch 1 Batch 2290/2843] loss=0.2824, lr=0.0000270
2020-01-14 10:14:13,423 - root - INFO - [Epoch 1 Batch 2300/2843] loss=0.2547, lr=0.0000270
2020-01-14 10:14:23,520 - root - INFO - [Epoch 1 Batch 2310/2843] loss=0.2776, lr=0.0000269
2020-01-14 10:14:33,330 - root - INFO - [Epoch 1 Batch 2320/2843] loss=0.2731, lr=0.0000269
2020-01-14 10:14:43,265 - root - INFO - [Epoch 1 Batch 2330/2843] loss=0.2849, lr=0.0000269
2020-01-14 10:14:53,130 - root - INFO - [Epoch 1 Batch 2340/2843] loss=0.2863, lr=0.0000269
2020-01-14 10:15:03,085 - root - INFO - [Epoch 1 Batch 2350/2843] loss=0.2621, lr=0.0000268
2020-01-14 10:15:13,228 - root - INFO - [Epoch 1 Batch 2360/2843] loss=0.2689, lr=0.0000268
2020-01-14 10:15:23,303 - root - INFO - [Epoch 1 Batch 2370/2843] loss=0.2950, lr=0.0000268
2020-01-14 10:15:33,082 - root - INFO - [Epoch 1 Batch 2380/2843] loss=0.2604, lr=0.0000268
2020-01-14 10:15:42,922 - root - INFO - [Epoch 1 Batch 2390/2843] loss=0.2766, lr=0.0000268
2020-01-14 10:15:53,114 - root - INFO - [Epoch 1 Batch 2400/2843] loss=0.2842, lr=0.0000267
2020-01-14 10:16:03,084 - root - INFO - [Epoch 1 Batch 2410/2843] loss=0.2966, lr=0.0000267
2020-01-14 10:16:12,870 - root - INFO - [Epoch 1 Batch 2420/2843] loss=0.2988, lr=0.0000267
2020-01-14 10:16:22,771 - root - INFO - [Epoch 1 Batch 2430/2843] loss=0.2795, lr=0.0000267
2020-01-14 10:16:32,694 - root - INFO - [Epoch 1 Batch 2440/2843] loss=0.3129, lr=0.0000266
2020-01-14 10:16:42,634 - root - INFO - [Epoch 1 Batch 2450/2843] loss=0.2799, lr=0.0000266
2020-01-14 10:16:52,453 - root - INFO - [Epoch 1 Batch 2460/2843] loss=0.2883, lr=0.0000266
2020-01-14 10:17:02,520 - root - INFO - [Epoch 1 Batch 2470/2843] loss=0.2881, lr=0.0000266
2020-01-14 10:17:12,579 - root - INFO - [Epoch 1 Batch 2480/2843] loss=0.2756, lr=0.0000265
2020-01-14 10:17:22,567 - root - INFO - [Epoch 1 Batch 2490/2843] loss=0.2556, lr=0.0000265
2020-01-14 10:17:32,557 - root - INFO - [Epoch 1 Batch 2500/2843] loss=0.2884, lr=0.0000265
2020-01-14 10:17:42,550 - root - INFO - [Epoch 1 Batch 2510/2843] loss=0.2701, lr=0.0000265
2020-01-14 10:17:52,449 - root - INFO - [Epoch 1 Batch 2520/2843] loss=0.2853, lr=0.0000265
2020-01-14 10:18:02,393 - root - INFO - [Epoch 1 Batch 2530/2843] loss=0.2862, lr=0.0000264
2020-01-14 10:18:12,447 - root - INFO - [Epoch 1 Batch 2540/2843] loss=0.2707, lr=0.0000264
2020-01-14 10:18:22,619 - root - INFO - [Epoch 1 Batch 2550/2843] loss=0.2807, lr=0.0000264
2020-01-14 10:18:32,650 - root - INFO - [Epoch 1 Batch 2560/2843] loss=0.2968, lr=0.0000264
2020-01-14 10:18:42,485 - root - INFO - [Epoch 1 Batch 2570/2843] loss=0.2739, lr=0.0000263
2020-01-14 10:18:52,416 - root - INFO - [Epoch 1 Batch 2580/2843] loss=0.2745, lr=0.0000263
2020-01-14 10:19:02,284 - root - INFO - [Epoch 1 Batch 2590/2843] loss=0.2922, lr=0.0000263
2020-01-14 10:19:12,137 - root - INFO - [Epoch 1 Batch 2600/2843] loss=0.2942, lr=0.0000263
2020-01-14 10:19:21,933 - root - INFO - [Epoch 1 Batch 2610/2843] loss=0.2726, lr=0.0000262
2020-01-14 10:19:31,994 - root - INFO - [Epoch 1 Batch 2620/2843] loss=0.2720, lr=0.0000262
2020-01-14 10:19:41,851 - root - INFO - [Epoch 1 Batch 2630/2843] loss=0.2642, lr=0.0000262
2020-01-14 10:19:51,761 - root - INFO - [Epoch 1 Batch 2640/2843] loss=0.2875, lr=0.0000262
2020-01-14 10:20:01,632 - root - INFO - [Epoch 1 Batch 2650/2843] loss=0.2779, lr=0.0000262
2020-01-14 10:20:11,689 - root - INFO - [Epoch 1 Batch 2660/2843] loss=0.2693, lr=0.0000261
2020-01-14 10:20:21,630 - root - INFO - [Epoch 1 Batch 2670/2843] loss=0.2864, lr=0.0000261
2020-01-14 10:20:31,439 - root - INFO - [Epoch 1 Batch 2680/2843] loss=0.2636, lr=0.0000261
2020-01-14 10:20:41,531 - root - INFO - [Epoch 1 Batch 2690/2843] loss=0.2842, lr=0.0000261
2020-01-14 10:20:51,445 - root - INFO - [Epoch 1 Batch 2700/2843] loss=0.2895, lr=0.0000260
2020-01-14 10:21:01,465 - root - INFO - [Epoch 1 Batch 2710/2843] loss=0.2710, lr=0.0000260
2020-01-14 10:21:11,460 - root - INFO - [Epoch 1 Batch 2720/2843] loss=0.2602, lr=0.0000260
2020-01-14 10:21:21,389 - root - INFO - [Epoch 1 Batch 2730/2843] loss=0.2639, lr=0.0000260
2020-01-14 10:21:31,335 - root - INFO - [Epoch 1 Batch 2740/2843] loss=0.2716, lr=0.0000259
2020-01-14 10:21:41,358 - root - INFO - [Epoch 1 Batch 2750/2843] loss=0.2795, lr=0.0000259
2020-01-14 10:21:51,421 - root - INFO - [Epoch 1 Batch 2760/2843] loss=0.2774, lr=0.0000259
2020-01-14 10:22:01,383 - root - INFO - [Epoch 1 Batch 2770/2843] loss=0.2688, lr=0.0000259
2020-01-14 10:22:11,344 - root - INFO - [Epoch 1 Batch 2780/2843] loss=0.2686, lr=0.0000259
2020-01-14 10:22:21,164 - root - INFO - [Epoch 1 Batch 2790/2843] loss=0.2418, lr=0.0000258
2020-01-14 10:22:31,236 - root - INFO - [Epoch 1 Batch 2800/2843] loss=0.2902, lr=0.0000258
2020-01-14 10:22:41,128 - root - INFO - [Epoch 1 Batch 2810/2843] loss=0.2789, lr=0.0000258
2020-01-14 10:22:51,088 - root - INFO - [Epoch 1 Batch 2820/2843] loss=0.2452, lr=0.0000258
2020-01-14 10:23:00,994 - root - INFO - [Epoch 1 Batch 2830/2843] loss=0.2864, lr=0.0000257
2020-01-14 10:23:11,009 - root - INFO - [Epoch 1 Batch 2840/2843] loss=0.2711, lr=0.0000257
2020-01-14 10:23:14,055 - root - INFO - Now we are doing evaluation on dev with [gpu(0), gpu(1), gpu(2), gpu(3), gpu(4), gpu(5), gpu(6), gpu(7)].
2020-01-14 10:23:15,488 - root - INFO - [Batch 10/1264] loss=0.2815
2020-01-14 10:23:16,853 - root - INFO - [Batch 20/1264] loss=0.2649
2020-01-14 10:23:18,275 - root - INFO - [Batch 30/1264] loss=0.2961
2020-01-14 10:23:19,731 - root - INFO - [Batch 40/1264] loss=0.2831
2020-01-14 10:23:21,191 - root - INFO - [Batch 50/1264] loss=0.2761
2020-01-14 10:23:22,684 - root - INFO - [Batch 60/1264] loss=0.2946
2020-01-14 10:23:24,184 - root - INFO - [Batch 70/1264] loss=0.2781
2020-01-14 10:23:25,668 - root - INFO - [Batch 80/1264] loss=0.2940
2020-01-14 10:23:27,162 - root - INFO - [Batch 90/1264] loss=0.2051
2020-01-14 10:23:28,657 - root - INFO - [Batch 100/1264] loss=0.2686
2020-01-14 10:23:30,152 - root - INFO - [Batch 110/1264] loss=0.2742
2020-01-14 10:23:31,655 - root - INFO - [Batch 120/1264] loss=0.2756
2020-01-14 10:23:33,112 - root - INFO - [Batch 130/1264] loss=0.2198
2020-01-14 10:23:34,574 - root - INFO - [Batch 140/1264] loss=0.2730
2020-01-14 10:23:36,031 - root - INFO - [Batch 150/1264] loss=0.3217
2020-01-14 10:23:37,494 - root - INFO - [Batch 160/1264] loss=0.2640
2020-01-14 10:23:38,950 - root - INFO - [Batch 170/1264] loss=0.2875
2020-01-14 10:23:40,404 - root - INFO - [Batch 180/1264] loss=0.2348
2020-01-14 10:23:41,851 - root - INFO - [Batch 190/1264] loss=0.2347
2020-01-14 10:23:43,291 - root - INFO - [Batch 200/1264] loss=0.2968
2020-01-14 10:23:44,731 - root - INFO - [Batch 210/1264] loss=0.2722
2020-01-14 10:23:46,174 - root - INFO - [Batch 220/1264] loss=0.2927
2020-01-14 10:23:47,617 - root - INFO - [Batch 230/1264] loss=0.2362
2020-01-14 10:23:49,088 - root - INFO - [Batch 240/1264] loss=0.2437
2020-01-14 10:23:50,555 - root - INFO - [Batch 250/1264] loss=0.2512
2020-01-14 10:23:52,049 - root - INFO - [Batch 260/1264] loss=0.3017
2020-01-14 10:23:53,525 - root - INFO - [Batch 270/1264] loss=0.2713
2020-01-14 10:23:55,007 - root - INFO - [Batch 280/1264] loss=0.3213
2020-01-14 10:23:56,490 - root - INFO - [Batch 290/1264] loss=0.2796
2020-01-14 10:23:57,962 - root - INFO - [Batch 300/1264] loss=0.2238
2020-01-14 10:23:59,442 - root - INFO - [Batch 310/1264] loss=0.2329
2020-01-14 10:24:00,898 - root - INFO - [Batch 320/1264] loss=0.2894
2020-01-14 10:24:02,384 - root - INFO - [Batch 330/1264] loss=0.2664
2020-01-14 10:24:03,849 - root - INFO - [Batch 340/1264] loss=0.2629
2020-01-14 10:24:05,290 - root - INFO - [Batch 350/1264] loss=0.2234
2020-01-14 10:24:06,732 - root - INFO - [Batch 360/1264] loss=0.2699
2020-01-14 10:24:08,187 - root - INFO - [Batch 370/1264] loss=0.2886
2020-01-14 10:24:09,635 - root - INFO - [Batch 380/1264] loss=0.2958
2020-01-14 10:24:11,087 - root - INFO - [Batch 390/1264] loss=0.2414
2020-01-14 10:24:12,585 - root - INFO - [Batch 400/1264] loss=0.2180
2020-01-14 10:24:14,140 - root - INFO - [Batch 410/1264] loss=0.2528
2020-01-14 10:24:15,705 - root - INFO - [Batch 420/1264] loss=0.2369
2020-01-14 10:24:17,262 - root - INFO - [Batch 430/1264] loss=0.2357
2020-01-14 10:24:18,836 - root - INFO - [Batch 440/1264] loss=0.2790
2020-01-14 10:24:20,398 - root - INFO - [Batch 450/1264] loss=0.2732
2020-01-14 10:24:21,959 - root - INFO - [Batch 460/1264] loss=0.2620
2020-01-14 10:24:23,502 - root - INFO - [Batch 470/1264] loss=0.3651
2020-01-14 10:24:25,034 - root - INFO - [Batch 480/1264] loss=0.2686
2020-01-14 10:24:26,570 - root - INFO - [Batch 490/1264] loss=0.3393
2020-01-14 10:24:28,112 - root - INFO - [Batch 500/1264] loss=0.2649
2020-01-14 10:24:29,650 - root - INFO - [Batch 510/1264] loss=0.2137
2020-01-14 10:24:31,199 - root - INFO - [Batch 520/1264] loss=0.2738
2020-01-14 10:24:32,738 - root - INFO - [Batch 530/1264] loss=0.2430
2020-01-14 10:24:34,285 - root - INFO - [Batch 540/1264] loss=0.3247
2020-01-14 10:24:35,840 - root - INFO - [Batch 550/1264] loss=0.2657
2020-01-14 10:24:37,390 - root - INFO - [Batch 560/1264] loss=0.2864
2020-01-14 10:24:38,930 - root - INFO - [Batch 570/1264] loss=0.2318
2020-01-14 10:24:40,472 - root - INFO - [Batch 580/1264] loss=0.2546
2020-01-14 10:24:42,016 - root - INFO - [Batch 590/1264] loss=0.3088
2020-01-14 10:24:43,557 - root - INFO - [Batch 600/1264] loss=0.2576
2020-01-14 10:24:45,095 - root - INFO - [Batch 610/1264] loss=0.2525
2020-01-14 10:24:46,639 - root - INFO - [Batch 620/1264] loss=0.2898
2020-01-14 10:24:48,188 - root - INFO - [Batch 630/1264] loss=0.2860
2020-01-14 10:24:49,879 - root - INFO - [Batch 640/1264] loss=0.3349
2020-01-14 10:24:51,429 - root - INFO - [Batch 650/1264] loss=0.2706
2020-01-14 10:24:52,970 - root - INFO - [Batch 660/1264] loss=0.3137
2020-01-14 10:24:54,512 - root - INFO - [Batch 670/1264] loss=0.3336
2020-01-14 10:24:56,053 - root - INFO - [Batch 680/1264] loss=0.2975
2020-01-14 10:24:57,592 - root - INFO - [Batch 690/1264] loss=0.2316
2020-01-14 10:24:59,138 - root - INFO - [Batch 700/1264] loss=0.2900
2020-01-14 10:25:00,683 - root - INFO - [Batch 710/1264] loss=0.2888
2020-01-14 10:25:02,248 - root - INFO - [Batch 720/1264] loss=0.2544
2020-01-14 10:25:03,821 - root - INFO - [Batch 730/1264] loss=0.3092
2020-01-14 10:25:05,355 - root - INFO - [Batch 740/1264] loss=0.2605
2020-01-14 10:25:06,898 - root - INFO - [Batch 750/1264] loss=0.2388
2020-01-14 10:25:08,456 - root - INFO - [Batch 760/1264] loss=0.2932
2020-01-14 10:25:09,995 - root - INFO - [Batch 770/1264] loss=0.2756
2020-01-14 10:25:11,537 - root - INFO - [Batch 780/1264] loss=0.2743
2020-01-14 10:25:13,040 - root - INFO - [Batch 790/1264] loss=0.3168
2020-01-14 10:25:14,554 - root - INFO - [Batch 800/1264] loss=0.2488
2020-01-14 10:25:16,058 - root - INFO - [Batch 810/1264] loss=0.2780
2020-01-14 10:25:17,563 - root - INFO - [Batch 820/1264] loss=0.2998
2020-01-14 10:25:19,094 - root - INFO - [Batch 830/1264] loss=0.2695
2020-01-14 10:25:20,607 - root - INFO - [Batch 840/1264] loss=0.2718
2020-01-14 10:25:22,116 - root - INFO - [Batch 850/1264] loss=0.3068
2020-01-14 10:25:23,618 - root - INFO - [Batch 860/1264] loss=0.2749
2020-01-14 10:25:25,119 - root - INFO - [Batch 870/1264] loss=0.2170
2020-01-14 10:25:26,621 - root - INFO - [Batch 880/1264] loss=0.2710
2020-01-14 10:25:28,120 - root - INFO - [Batch 890/1264] loss=0.2850
2020-01-14 10:25:29,507 - root - INFO - [Batch 900/1264] loss=0.2689
2020-01-14 10:25:30,872 - root - INFO - [Batch 910/1264] loss=0.2669
2020-01-14 10:25:32,252 - root - INFO - [Batch 920/1264] loss=0.2804
2020-01-14 10:25:33,620 - root - INFO - [Batch 930/1264] loss=0.2835
2020-01-14 10:25:34,986 - root - INFO - [Batch 940/1264] loss=0.2688
2020-01-14 10:25:36,364 - root - INFO - [Batch 950/1264] loss=0.2764
2020-01-14 10:25:37,740 - root - INFO - [Batch 960/1264] loss=0.2809
2020-01-14 10:25:39,117 - root - INFO - [Batch 970/1264] loss=0.1736
2020-01-14 10:25:40,494 - root - INFO - [Batch 980/1264] loss=0.2638
2020-01-14 10:25:41,876 - root - INFO - [Batch 990/1264] loss=0.1969
2020-01-14 10:25:43,249 - root - INFO - [Batch 1000/1264] loss=0.2799
2020-01-14 10:25:44,607 - root - INFO - [Batch 1010/1264] loss=0.1998
2020-01-14 10:25:45,962 - root - INFO - [Batch 1020/1264] loss=0.2253
2020-01-14 10:25:47,313 - root - INFO - [Batch 1030/1264] loss=0.2840
2020-01-14 10:25:48,665 - root - INFO - [Batch 1040/1264] loss=0.3175
2020-01-14 10:25:50,020 - root - INFO - [Batch 1050/1264] loss=0.2324
2020-01-14 10:25:51,382 - root - INFO - [Batch 1060/1264] loss=0.3101
2020-01-14 10:25:52,730 - root - INFO - [Batch 1070/1264] loss=0.2311
2020-01-14 10:25:54,078 - root - INFO - [Batch 1080/1264] loss=0.2598
2020-01-14 10:25:55,422 - root - INFO - [Batch 1090/1264] loss=0.2213
2020-01-14 10:25:56,765 - root - INFO - [Batch 1100/1264] loss=0.3216
2020-01-14 10:25:58,090 - root - INFO - [Batch 1110/1264] loss=0.2298
2020-01-14 10:25:59,415 - root - INFO - [Batch 1120/1264] loss=0.2795
2020-01-14 10:26:00,748 - root - INFO - [Batch 1130/1264] loss=0.2421
2020-01-14 10:26:02,098 - root - INFO - [Batch 1140/1264] loss=0.2700
2020-01-14 10:26:03,454 - root - INFO - [Batch 1150/1264] loss=0.2959
2020-01-14 10:26:04,778 - root - INFO - [Batch 1160/1264] loss=0.2241
2020-01-14 10:26:06,105 - root - INFO - [Batch 1170/1264] loss=0.2139
2020-01-14 10:26:07,433 - root - INFO - [Batch 1180/1264] loss=0.2757
2020-01-14 10:26:08,772 - root - INFO - [Batch 1190/1264] loss=0.2607
2020-01-14 10:26:10,106 - root - INFO - [Batch 1200/1264] loss=0.2693
2020-01-14 10:26:11,441 - root - INFO - [Batch 1210/1264] loss=0.3242
2020-01-14 10:26:12,762 - root - INFO - [Batch 1220/1264] loss=0.2885
2020-01-14 10:26:14,093 - root - INFO - [Batch 1230/1264] loss=0.2508
2020-01-14 10:26:15,423 - root - INFO - [Batch 1240/1264] loss=0.2374
2020-01-14 10:26:16,753 - root - INFO - [Batch 1250/1264] loss=0.2946
2020-01-14 10:26:18,089 - root - INFO - [Batch 1260/1264] loss=0.3206
2020-01-14 10:26:19,051 - root - INFO - validation metrics:f1:0.8392,accuracy:0.8853
2020-01-14 10:26:19,051 - root - INFO - Time cost=185.00s, throughput=218.64 samples/s
2020-01-14 10:26:20,698 - root - INFO - params saved in: ./output_dir/model_xlnet_QQP_0.params
2020-01-14 10:26:20,700 - root - INFO - Time cost=3072.79s
2020-01-14 10:26:31,526 - root - INFO - [Epoch 2 Batch 10/2843] loss=0.2317, lr=0.0000257
2020-01-14 10:26:41,826 - root - INFO - [Epoch 2 Batch 20/2843] loss=0.2365, lr=0.0000257
2020-01-14 10:26:51,857 - root - INFO - [Epoch 2 Batch 30/2843] loss=0.2087, lr=0.0000256
2020-01-14 10:27:01,957 - root - INFO - [Epoch 2 Batch 40/2843] loss=0.2141, lr=0.0000256
2020-01-14 10:27:12,111 - root - INFO - [Epoch 2 Batch 50/2843] loss=0.2419, lr=0.0000256
2020-01-14 10:27:22,480 - root - INFO - [Epoch 2 Batch 60/2843] loss=0.2272, lr=0.0000256
2020-01-14 10:27:32,435 - root - INFO - [Epoch 2 Batch 70/2843] loss=0.2591, lr=0.0000255
2020-01-14 10:27:42,449 - root - INFO - [Epoch 2 Batch 80/2843] loss=0.2355, lr=0.0000255
2020-01-14 10:27:52,577 - root - INFO - [Epoch 2 Batch 90/2843] loss=0.2505, lr=0.0000255
2020-01-14 10:28:02,801 - root - INFO - [Epoch 2 Batch 100/2843] loss=0.2209, lr=0.0000255
2020-01-14 10:28:12,902 - root - INFO - [Epoch 2 Batch 110/2843] loss=0.2281, lr=0.0000255
2020-01-14 10:28:22,943 - root - INFO - [Epoch 2 Batch 120/2843] loss=0.2405, lr=0.0000254
2020-01-14 10:28:33,099 - root - INFO - [Epoch 2 Batch 130/2843] loss=0.2182, lr=0.0000254
2020-01-14 10:28:43,349 - root - INFO - [Epoch 2 Batch 140/2843] loss=0.2329, lr=0.0000254
2020-01-14 10:28:53,427 - root - INFO - [Epoch 2 Batch 150/2843] loss=0.2471, lr=0.0000254
2020-01-14 10:29:03,813 - root - INFO - [Epoch 2 Batch 160/2843] loss=0.2569, lr=0.0000253
2020-01-14 10:29:14,141 - root - INFO - [Epoch 2 Batch 170/2843] loss=0.2644, lr=0.0000253
2020-01-14 10:29:24,326 - root - INFO - [Epoch 2 Batch 180/2843] loss=0.2371, lr=0.0000253
2020-01-14 10:29:34,419 - root - INFO - [Epoch 2 Batch 190/2843] loss=0.2079, lr=0.0000253
2020-01-14 10:29:44,432 - root - INFO - [Epoch 2 Batch 200/2843] loss=0.2478, lr=0.0000252
2020-01-14 10:29:54,586 - root - INFO - [Epoch 2 Batch 210/2843] loss=0.2196, lr=0.0000252
2020-01-14 10:30:04,572 - root - INFO - [Epoch 2 Batch 220/2843] loss=0.2151, lr=0.0000252
2020-01-14 10:30:14,768 - root - INFO - [Epoch 2 Batch 230/2843] loss=0.2554, lr=0.0000252
2020-01-14 10:30:25,083 - root - INFO - [Epoch 2 Batch 240/2843] loss=0.2315, lr=0.0000252
2020-01-14 10:30:35,220 - root - INFO - [Epoch 2 Batch 250/2843] loss=0.2208, lr=0.0000251
2020-01-14 10:30:45,556 - root - INFO - [Epoch 2 Batch 260/2843] loss=0.2145, lr=0.0000251
2020-01-14 10:30:55,575 - root - INFO - [Epoch 2 Batch 270/2843] loss=0.2322, lr=0.0000251
2020-01-14 10:31:05,495 - root - INFO - [Epoch 2 Batch 280/2843] loss=0.2327, lr=0.0000251
2020-01-14 10:31:15,484 - root - INFO - [Epoch 2 Batch 290/2843] loss=0.2275, lr=0.0000250
2020-01-14 10:31:25,828 - root - INFO - [Epoch 2 Batch 300/2843] loss=0.2153, lr=0.0000250
2020-01-14 10:31:35,811 - root - INFO - [Epoch 2 Batch 310/2843] loss=0.2156, lr=0.0000250
2020-01-14 10:31:45,769 - root - INFO - [Epoch 2 Batch 320/2843] loss=0.2291, lr=0.0000250
2020-01-14 10:31:55,761 - root - INFO - [Epoch 2 Batch 330/2843] loss=0.2327, lr=0.0000249
2020-01-14 10:32:06,032 - root - INFO - [Epoch 2 Batch 340/2843] loss=0.2310, lr=0.0000249
2020-01-14 10:32:16,134 - root - INFO - [Epoch 2 Batch 350/2843] loss=0.2615, lr=0.0000249
2020-01-14 10:32:26,252 - root - INFO - [Epoch 2 Batch 360/2843] loss=0.2324, lr=0.0000249
2020-01-14 10:32:36,169 - root - INFO - [Epoch 2 Batch 370/2843] loss=0.2170, lr=0.0000249
2020-01-14 10:32:46,117 - root - INFO - [Epoch 2 Batch 380/2843] loss=0.2267, lr=0.0000248
2020-01-14 10:32:56,264 - root - INFO - [Epoch 2 Batch 390/2843] loss=0.2287, lr=0.0000248
2020-01-14 10:33:06,401 - root - INFO - [Epoch 2 Batch 400/2843] loss=0.2286, lr=0.0000248
2020-01-14 10:33:16,499 - root - INFO - [Epoch 2 Batch 410/2843] loss=0.2320, lr=0.0000248
2020-01-14 10:33:26,780 - root - INFO - [Epoch 2 Batch 420/2843] loss=0.2315, lr=0.0000247
2020-01-14 10:33:37,183 - root - INFO - [Epoch 2 Batch 430/2843] loss=0.2280, lr=0.0000247
2020-01-14 10:33:47,430 - root - INFO - [Epoch 2 Batch 440/2843] loss=0.2449, lr=0.0000247
2020-01-14 10:33:57,358 - root - INFO - [Epoch 2 Batch 450/2843] loss=0.2291, lr=0.0000247
2020-01-14 10:34:07,338 - root - INFO - [Epoch 2 Batch 460/2843] loss=0.2335, lr=0.0000246
2020-01-14 10:34:17,307 - root - INFO - [Epoch 2 Batch 470/2843] loss=0.2422, lr=0.0000246
2020-01-14 10:34:27,400 - root - INFO - [Epoch 2 Batch 480/2843] loss=0.2255, lr=0.0000246
2020-01-14 10:34:37,474 - root - INFO - [Epoch 2 Batch 490/2843] loss=0.2044, lr=0.0000246
2020-01-14 10:34:47,623 - root - INFO - [Epoch 2 Batch 500/2843] loss=0.2449, lr=0.0000246
2020-01-14 10:34:57,556 - root - INFO - [Epoch 2 Batch 510/2843] loss=0.2291, lr=0.0000245
2020-01-14 10:35:07,529 - root - INFO - [Epoch 2 Batch 520/2843] loss=0.2340, lr=0.0000245
2020-01-14 10:35:17,569 - root - INFO - [Epoch 2 Batch 530/2843] loss=0.2473, lr=0.0000245
2020-01-14 10:35:27,660 - root - INFO - [Epoch 2 Batch 540/2843] loss=0.2340, lr=0.0000245
2020-01-14 10:35:37,854 - root - INFO - [Epoch 2 Batch 550/2843] loss=0.2316, lr=0.0000244
2020-01-14 10:35:47,864 - root - INFO - [Epoch 2 Batch 560/2843] loss=0.2379, lr=0.0000244
2020-01-14 10:35:57,937 - root - INFO - [Epoch 2 Batch 570/2843] loss=0.2218, lr=0.0000244
2020-01-14 10:36:08,038 - root - INFO - [Epoch 2 Batch 580/2843] loss=0.2230, lr=0.0000244
2020-01-14 10:36:18,090 - root - INFO - [Epoch 2 Batch 590/2843] loss=0.2544, lr=0.0000244
2020-01-14 10:36:27,983 - root - INFO - [Epoch 2 Batch 600/2843] loss=0.2258, lr=0.0000243
2020-01-14 10:36:38,010 - root - INFO - [Epoch 2 Batch 610/2843] loss=0.2210, lr=0.0000243
2020-01-14 10:36:48,166 - root - INFO - [Epoch 2 Batch 620/2843] loss=0.2115, lr=0.0000243
2020-01-14 10:36:58,249 - root - INFO - [Epoch 2 Batch 630/2843] loss=0.2169, lr=0.0000243
2020-01-14 10:37:08,498 - root - INFO - [Epoch 2 Batch 640/2843] loss=0.2120, lr=0.0000242
2020-01-14 10:37:18,525 - root - INFO - [Epoch 2 Batch 650/2843] loss=0.2287, lr=0.0000242
2020-01-14 10:37:28,535 - root - INFO - [Epoch 2 Batch 660/2843] loss=0.2090, lr=0.0000242
2020-01-14 10:37:38,743 - root - INFO - [Epoch 2 Batch 670/2843] loss=0.2183, lr=0.0000242
2020-01-14 10:37:48,956 - root - INFO - [Epoch 2 Batch 680/2843] loss=0.2213, lr=0.0000241
2020-01-14 10:37:58,936 - root - INFO - [Epoch 2 Batch 690/2843] loss=0.2333, lr=0.0000241
2020-01-14 10:38:08,967 - root - INFO - [Epoch 2 Batch 700/2843] loss=0.2428, lr=0.0000241
2020-01-14 10:38:19,066 - root - INFO - [Epoch 2 Batch 710/2843] loss=0.1966, lr=0.0000241
2020-01-14 10:38:29,328 - root - INFO - [Epoch 2 Batch 720/2843] loss=0.2295, lr=0.0000241
2020-01-14 10:38:39,377 - root - INFO - [Epoch 2 Batch 730/2843] loss=0.2456, lr=0.0000240
2020-01-14 10:38:49,635 - root - INFO - [Epoch 2 Batch 740/2843] loss=0.2063, lr=0.0000240
2020-01-14 10:38:59,791 - root - INFO - [Epoch 2 Batch 750/2843] loss=0.2191, lr=0.0000240
2020-01-14 10:39:10,108 - root - INFO - [Epoch 2 Batch 760/2843] loss=0.2368, lr=0.0000240
2020-01-14 10:39:20,274 - root - INFO - [Epoch 2 Batch 770/2843] loss=0.2598, lr=0.0000239
2020-01-14 10:39:30,485 - root - INFO - [Epoch 2 Batch 780/2843] loss=0.2315, lr=0.0000239
2020-01-14 10:39:40,537 - root - INFO - [Epoch 2 Batch 790/2843] loss=0.2682, lr=0.0000239
