Namespace(batch_size=8, dataset='coco', disable_hybridization=False, epochs=26, gpus='0,1,2,3,4,5,6,7', log_interval=100, lr=0.01, lr_decay=0.1, lr_decay_epoch='17,23', lr_warmup=1000.0, momentum=0.9, network='resnet101_v1d', num_workers=8, resume='', save_interval=1, save_prefix='mask_rcnn_resnet101_v1d_coco', seed=233, start_epoch=0, static_alloc=False, use_fpn=False, val_interval=2, verbose=True, wd=0.0001)
Trainable parameters:
odict_keys(['resnetv1d_layers2_conv0_weight', 'resnetv1d_layers2_conv1_weight', 'resnetv1d_layers2_conv2_weight', 'resnetv1d_down2_conv0_weight', 'resnetv1d_layers2_conv3_weight', 'resnetv1d_layers2_conv4_weight', 'resnetv1d_layers2_conv5_weight', 'resnetv1d_layers2_conv6_weight', 'resnetv1d_layers2_conv7_weight', 'resnetv1d_layers2_conv8_weight', 'resnetv1d_layers2_conv9_weight', 'resnetv1d_layers2_conv10_weight', 'resnetv1d_layers2_conv11_weight', 'resnetv1d_layers3_conv0_weight', 'resnetv1d_layers3_conv1_weight', 'resnetv1d_layers3_conv2_weight', 'resnetv1d_down3_conv0_weight', 'resnetv1d_layers3_conv3_weight', 'resnetv1d_layers3_conv4_weight', 'resnetv1d_layers3_conv5_weight', 'resnetv1d_layers3_conv6_weight', 'resnetv1d_layers3_conv7_weight', 'resnetv1d_layers3_conv8_weight', 'resnetv1d_layers3_conv9_weight', 'resnetv1d_layers3_conv10_weight', 'resnetv1d_layers3_conv11_weight', 'resnetv1d_layers3_conv12_weight', 'resnetv1d_layers3_conv13_weight', 'resnetv1d_layers3_conv14_weight', 'resnetv1d_layers3_conv15_weight', 'resnetv1d_layers3_conv16_weight', 'resnetv1d_layers3_conv17_weight', 'resnetv1d_layers3_conv18_weight', 'resnetv1d_layers3_conv19_weight', 'resnetv1d_layers3_conv20_weight', 'resnetv1d_layers3_conv21_weight', 'resnetv1d_layers3_conv22_weight', 'resnetv1d_layers3_conv23_weight', 'resnetv1d_layers3_conv24_weight', 'resnetv1d_layers3_conv25_weight', 'resnetv1d_layers3_conv26_weight', 'resnetv1d_layers3_conv27_weight', 'resnetv1d_layers3_conv28_weight', 'resnetv1d_layers3_conv29_weight', 'resnetv1d_layers3_conv30_weight', 'resnetv1d_layers3_conv31_weight', 'resnetv1d_layers3_conv32_weight', 'resnetv1d_layers3_conv33_weight', 'resnetv1d_layers3_conv34_weight', 'resnetv1d_layers3_conv35_weight', 'resnetv1d_layers3_conv36_weight', 'resnetv1d_layers3_conv37_weight', 'resnetv1d_layers3_conv38_weight', 'resnetv1d_layers3_conv39_weight', 'resnetv1d_layers3_conv40_weight', 'resnetv1d_layers3_conv41_weight', 'resnetv1d_layers3_conv42_weight', 'resnetv1d_layers3_conv43_weight', 'resnetv1d_layers3_conv44_weight', 'resnetv1d_layers3_conv45_weight', 'resnetv1d_layers3_conv46_weight', 'resnetv1d_layers3_conv47_weight', 'resnetv1d_layers3_conv48_weight', 'resnetv1d_layers3_conv49_weight', 'resnetv1d_layers3_conv50_weight', 'resnetv1d_layers3_conv51_weight', 'resnetv1d_layers3_conv52_weight', 'resnetv1d_layers3_conv53_weight', 'resnetv1d_layers3_conv54_weight', 'resnetv1d_layers3_conv55_weight', 'resnetv1d_layers3_conv56_weight', 'resnetv1d_layers3_conv57_weight', 'resnetv1d_layers3_conv58_weight', 'resnetv1d_layers3_conv59_weight', 'resnetv1d_layers3_conv60_weight', 'resnetv1d_layers3_conv61_weight', 'resnetv1d_layers3_conv62_weight', 'resnetv1d_layers3_conv63_weight', 'resnetv1d_layers3_conv64_weight', 'resnetv1d_layers3_conv65_weight', 'resnetv1d_layers3_conv66_weight', 'resnetv1d_layers3_conv67_weight', 'resnetv1d_layers3_conv68_weight', 'resnetv1d_layers4_conv0_weight', 'resnetv1d_layers4_conv1_weight', 'resnetv1d_layers4_conv2_weight', 'resnetv1d_down4_conv0_weight', 'resnetv1d_layers4_conv3_weight', 'resnetv1d_layers4_conv4_weight', 'resnetv1d_layers4_conv5_weight', 'resnetv1d_layers4_conv6_weight', 'resnetv1d_layers4_conv7_weight', 'resnetv1d_layers4_conv8_weight', 'maskrcnn0_dense0_weight', 'maskrcnn0_dense0_bias', 'maskrcnn0_dense1_weight', 'maskrcnn0_dense1_bias', 'maskrcnn0_rpn0_rpnanchorgenerator0_anchor_', 'maskrcnn0_rpn0_conv0_weight', 'maskrcnn0_rpn0_conv0_bias', 'maskrcnn0_rpn0_conv1_weight', 'maskrcnn0_rpn0_conv1_bias', 'maskrcnn0_rpn0_conv2_weight', 'maskrcnn0_rpn0_conv2_bias', 'maskrcnn0_mask0_conv0_weight', 'maskrcnn0_mask0_conv0_bias', 'maskrcnn0_mask0_conv1_weight', 'maskrcnn0_mask0_conv1_bias'])
Start training from [Epoch 0]
[Epoch 0 Iteration 0] Set learning rate to 0.003333333333333333
[Epoch 0][Batch 99], Speed: 5.582 samples/sec, RPN_Conf=0.326,RPN_SmoothL1=0.154,RCNN_CrossEntropy=1.129,RCNN_SmoothL1=0.324,RCNN_Mask=0.674,RPNAcc=0.879,RPNL1Loss=0.621,RCNNAcc=0.821,RCNNL1Loss=1.968,MaskAcc=0.601,MaskFGAcc=0.579
[Epoch 2][Batch 8499], Speed: 10.413 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.388,RCNNAcc=0.866,RCNNL1Loss=1.029,MaskAcc=0.859,MaskFGAcc=0.542
[Epoch 2][Batch 8599], Speed: 10.339 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.388,RCNNAcc=0.866,RCNNL1Loss=1.029,MaskAcc=0.859,MaskFGAcc=0.542
[Epoch 2][Batch 8699], Speed: 10.261 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.388,RCNNAcc=0.866,RCNNL1Loss=1.028,MaskAcc=0.859,MaskFGAcc=0.542
[Epoch 2][Batch 8799], Speed: 10.238 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.388,RCNNAcc=0.866,RCNNL1Loss=1.028,MaskAcc=0.859,MaskFGAcc=0.542
[Epoch 2][Batch 8899], Speed: 10.077 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.388,RCNNAcc=0.866,RCNNL1Loss=1.028,MaskAcc=0.859,MaskFGAcc=0.541
[Epoch 2][Batch 8999], Speed: 10.078 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.388,RCNNAcc=0.866,RCNNL1Loss=1.027,MaskAcc=0.859,MaskFGAcc=0.541
[Epoch 2][Batch 9099], Speed: 10.037 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.388,RCNNAcc=0.866,RCNNL1Loss=1.027,MaskAcc=0.859,MaskFGAcc=0.541
[Epoch 2][Batch 9199], Speed: 10.203 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.388,RCNNAcc=0.866,RCNNL1Loss=1.026,MaskAcc=0.859,MaskFGAcc=0.541
[Epoch 2][Batch 9299], Speed: 10.160 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.387,RCNNAcc=0.866,RCNNL1Loss=1.026,MaskAcc=0.859,MaskFGAcc=0.541
[Epoch 2][Batch 9399], Speed: 10.060 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.387,RCNNAcc=0.866,RCNNL1Loss=1.025,MaskAcc=0.859,MaskFGAcc=0.541
[Epoch 2][Batch 9499], Speed: 10.215 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.387,RCNNAcc=0.866,RCNNL1Loss=1.025,MaskAcc=0.859,MaskFGAcc=0.541
[Epoch 2][Batch 9599], Speed: 10.152 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.387,RCNNAcc=0.866,RCNNL1Loss=1.024,MaskAcc=0.859,MaskFGAcc=0.541
[Epoch 2][Batch 9699], Speed: 10.117 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.387,RCNNAcc=0.867,RCNNL1Loss=1.024,MaskAcc=0.859,MaskFGAcc=0.541
[Epoch 2][Batch 9799], Speed: 10.361 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.387,RCNNAcc=0.867,RCNNL1Loss=1.023,MaskAcc=0.859,MaskFGAcc=0.541
[Epoch 2][Batch 9899], Speed: 10.182 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.374,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.387,RCNNAcc=0.867,RCNNL1Loss=1.023,MaskAcc=0.859,MaskFGAcc=0.541
[Epoch 2][Batch 9999], Speed: 10.204 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.374,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.387,RCNNAcc=0.867,RCNNL1Loss=1.022,MaskAcc=0.859,MaskFGAcc=0.541
[Epoch 2][Batch 10099], Speed: 10.279 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.374,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.387,RCNNAcc=0.867,RCNNL1Loss=1.022,MaskAcc=0.859,MaskFGAcc=0.541
[Epoch 2][Batch 10199], Speed: 10.418 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.387,RCNNAcc=0.867,RCNNL1Loss=1.022,MaskAcc=0.859,MaskFGAcc=0.541
[Epoch 2][Batch 10299], Speed: 10.294 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.387,RCNNAcc=0.867,RCNNL1Loss=1.021,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 10399], Speed: 10.325 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.387,RCNNAcc=0.867,RCNNL1Loss=1.021,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 10499], Speed: 10.336 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.386,RCNNAcc=0.867,RCNNL1Loss=1.020,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 10599], Speed: 10.305 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.386,RCNNAcc=0.867,RCNNL1Loss=1.020,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 10699], Speed: 10.530 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.386,RCNNAcc=0.867,RCNNL1Loss=1.019,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 10799], Speed: 10.346 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.386,RCNNAcc=0.867,RCNNL1Loss=1.019,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 10899], Speed: 10.183 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.386,RCNNAcc=0.867,RCNNL1Loss=1.018,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 10999], Speed: 10.189 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.386,RCNNAcc=0.867,RCNNL1Loss=1.018,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 11099], Speed: 10.499 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.386,RCNNAcc=0.867,RCNNL1Loss=1.017,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 11199], Speed: 10.233 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.198,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.386,RCNNAcc=0.867,RCNNL1Loss=1.017,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 11299], Speed: 10.309 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.386,RCNNAcc=0.867,RCNNL1Loss=1.017,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 11399], Speed: 10.261 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.386,RCNNAcc=0.867,RCNNL1Loss=1.016,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 11499], Speed: 10.461 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.386,RCNNAcc=0.867,RCNNL1Loss=1.016,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 11599], Speed: 10.220 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.385,RCNNAcc=0.867,RCNNL1Loss=1.015,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 11699], Speed: 10.491 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.385,RCNNAcc=0.867,RCNNL1Loss=1.015,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 11799], Speed: 10.163 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.385,RCNNAcc=0.867,RCNNL1Loss=1.014,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 11899], Speed: 10.581 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.385,RCNNAcc=0.867,RCNNL1Loss=1.014,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 11999], Speed: 10.246 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.385,RCNNAcc=0.867,RCNNL1Loss=1.014,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 12099], Speed: 10.310 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.385,RCNNAcc=0.867,RCNNL1Loss=1.013,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 12199], Speed: 10.317 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.385,RCNNAcc=0.867,RCNNL1Loss=1.013,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 12299], Speed: 10.260 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.385,RCNNAcc=0.867,RCNNL1Loss=1.012,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 12399], Speed: 10.237 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.385,RCNNAcc=0.868,RCNNL1Loss=1.012,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 12499], Speed: 10.268 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.385,RCNNAcc=0.868,RCNNL1Loss=1.011,MaskAcc=0.860,MaskFGAcc=0.541
[Epoch 2][Batch 12599], Speed: 10.317 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.385,RCNNAcc=0.868,RCNNL1Loss=1.011,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2][Batch 12699], Speed: 10.347 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.092,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.385,RCNNAcc=0.868,RCNNL1Loss=1.010,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2][Batch 12799], Speed: 10.364 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.384,RCNNAcc=0.868,RCNNL1Loss=1.010,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2][Batch 12899], Speed: 10.161 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.294,RPNAcc=0.959,RPNL1Loss=0.384,RCNNAcc=0.868,RCNNL1Loss=1.010,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2][Batch 12999], Speed: 10.292 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.294,RPNAcc=0.960,RPNL1Loss=0.384,RCNNAcc=0.868,RCNNL1Loss=1.009,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2][Batch 13099], Speed: 10.295 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.293,RPNAcc=0.960,RPNL1Loss=0.384,RCNNAcc=0.868,RCNNL1Loss=1.009,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2][Batch 13199], Speed: 10.271 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.293,RPNAcc=0.960,RPNL1Loss=0.384,RCNNAcc=0.868,RCNNL1Loss=1.008,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2][Batch 13299], Speed: 10.140 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.293,RPNAcc=0.960,RPNL1Loss=0.384,RCNNAcc=0.868,RCNNL1Loss=1.008,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2][Batch 13399], Speed: 10.205 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.293,RPNAcc=0.960,RPNL1Loss=0.384,RCNNAcc=0.868,RCNNL1Loss=1.007,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2][Batch 13499], Speed: 10.378 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.373,RCNN_SmoothL1=0.197,RCNN_Mask=0.293,RPNAcc=0.960,RPNL1Loss=0.384,RCNNAcc=0.868,RCNNL1Loss=1.007,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2][Batch 13599], Speed: 10.275 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.372,RCNN_SmoothL1=0.197,RCNN_Mask=0.293,RPNAcc=0.960,RPNL1Loss=0.384,RCNNAcc=0.868,RCNNL1Loss=1.007,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2][Batch 13699], Speed: 10.438 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.372,RCNN_SmoothL1=0.197,RCNN_Mask=0.293,RPNAcc=0.960,RPNL1Loss=0.384,RCNNAcc=0.868,RCNNL1Loss=1.006,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2][Batch 13799], Speed: 10.224 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.372,RCNN_SmoothL1=0.197,RCNN_Mask=0.293,RPNAcc=0.960,RPNL1Loss=0.384,RCNNAcc=0.868,RCNNL1Loss=1.006,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2][Batch 13899], Speed: 10.240 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.372,RCNN_SmoothL1=0.197,RCNN_Mask=0.293,RPNAcc=0.960,RPNL1Loss=0.384,RCNNAcc=0.868,RCNNL1Loss=1.005,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2][Batch 13999], Speed: 10.423 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.372,RCNN_SmoothL1=0.197,RCNN_Mask=0.293,RPNAcc=0.960,RPNL1Loss=0.384,RCNNAcc=0.868,RCNNL1Loss=1.005,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2][Batch 14099], Speed: 10.165 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.372,RCNN_SmoothL1=0.197,RCNN_Mask=0.293,RPNAcc=0.960,RPNL1Loss=0.384,RCNNAcc=0.868,RCNNL1Loss=1.005,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2][Batch 14199], Speed: 10.060 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.372,RCNN_SmoothL1=0.197,RCNN_Mask=0.293,RPNAcc=0.960,RPNL1Loss=0.383,RCNNAcc=0.868,RCNNL1Loss=1.004,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2][Batch 14299], Speed: 10.367 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.372,RCNN_SmoothL1=0.197,RCNN_Mask=0.293,RPNAcc=0.960,RPNL1Loss=0.383,RCNNAcc=0.868,RCNNL1Loss=1.004,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2][Batch 14399], Speed: 10.380 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.372,RCNN_SmoothL1=0.196,RCNN_Mask=0.293,RPNAcc=0.960,RPNL1Loss=0.383,RCNNAcc=0.868,RCNNL1Loss=1.003,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2][Batch 14499], Speed: 10.377 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.372,RCNN_SmoothL1=0.196,RCNN_Mask=0.293,RPNAcc=0.960,RPNL1Loss=0.383,RCNNAcc=0.868,RCNNL1Loss=1.003,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2][Batch 14599], Speed: 10.311 samples/sec, RPN_Conf=0.091,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.372,RCNN_SmoothL1=0.196,RCNN_Mask=0.293,RPNAcc=0.960,RPNL1Loss=0.383,RCNNAcc=0.868,RCNNL1Loss=1.003,MaskAcc=0.861,MaskFGAcc=0.540
[Epoch 2] Training cost: 11450.669, RPN_Conf=0.091,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.372,RCNN_SmoothL1=0.196,RCNN_Mask=0.293
[Epoch 2] Saving parameters to mask_rcnn_resnet101_v1d_coco_0002_0.0000.params
[Epoch 3][Batch 99], Speed: 6.181 samples/sec, RPN_Conf=0.082,RPN_SmoothL1=0.091,RCNN_CrossEntropy=0.346,RCNN_SmoothL1=0.189,RCNN_Mask=0.288,RPNAcc=0.960,RPNL1Loss=0.383,RCNNAcc=0.868,RCNNL1Loss=1.002,MaskAcc=0.861,MaskFGAcc=0.540
